,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.2583547 -1.4656494 -1.7814971],[0.9943832  0.00324826 0.00236853]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.192915  -1.5750096 -1.627979 ],[0.99394566 0.00310731 0.002947  ]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-2.5031958  5.1865935 -1.6721251],[4.5678584e-04 9.9849451e-01 1.0486774e-03]
35,positive,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-2.2933624 -0.1787675  0.9427105],[0.02880195 0.23865952 0.7325385 ]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-2.8394775  5.130034  -1.6615031],[3.4534058e-04 9.9853313e-01 1.1215932e-03]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-2.8329859 -2.091401   2.733647 ],[0.00377856 0.00793217 0.98828924]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-4.0102897  1.0333297  1.3029598],[0.00278521 0.43179196 0.5654229 ]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-2.2380493  5.398311  -1.9872942],[4.8205024e-04 9.9889851e-01 6.1943207e-04]
40,positive,negative,MISS,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[-0.7379802 -3.533864   2.891197 ],[0.02581121 0.00157605 0.97261274]
41,positive,neutral,MISS,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-1.9976087 -3.279181   3.2984383],[0.00497948 0.00138231 0.9936382 ]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-3.7170935   3.0817554   0.16688904],[0.0010566  0.9475742  0.05136921]
43,neutral,negative,MISS,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[-2.180654   5.5045366 -2.027575 ],[4.5912626e-04 9.9900585e-01 5.3507357e-04]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 4.2668962 -1.5417128 -1.54251  ],[0.99403507 0.0029837  0.00298132]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 4.2536793 -1.5672631 -1.5393956],[0.99402255 0.00294709 0.00303037]
46,negative,neutral,MISS,"Hvad sker der med i dag, kan ikke komme ind??",[ 4.292746  -1.1558248 -1.9102945],[0.99371403 0.0042754  0.00201055]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 3.4074798  0.4324318 -1.5886029],[0.94534993 0.04825537 0.00639472]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 4.2630267 -1.5875816 -1.5101361],[0.9940475  0.00286102 0.00309139]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 4.157362  -1.5744301 -1.5814134],[0.99358153 0.00322046 0.00319805]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 4.316275  -1.6142067 -1.6448551],[0.9947931  0.00264337 0.00256358]
51,negative,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 3.8643763 -1.244557  -1.2748883],[0.9882356  0.00597144 0.00579304]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 4.2827997 -1.548191  -1.545724 ],[0.9941567  0.00291802 0.00292522]
53,negative,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[ 1.5236232  -0.651044    0.17319116],[0.72845197 0.08278561 0.1887625 ]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 4.2848907 -1.5293902 -1.5486615],[0.99412245 0.00296708 0.00291045]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 4.288079  -1.539272  -1.5363092],[0.9941341  0.00292859 0.00293728]
56,neutral,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-0.95317715  5.3008513  -2.542634  ],[1.9182523e-03 9.9769032e-01 3.9139326e-04]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 4.293008  -1.520432  -1.5615603],[0.9941802  0.00296975 0.00285009]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[ 0.9856316  1.3368545 -0.7765832],[0.3857328  0.54805064 0.06621653]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.3538244 -0.8578645  2.209678 ],[0.0036514  0.04430376 0.95204484]
60,negative,positive,MISS,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[ 2.6808207  -0.72545344 -0.2754407 ],[0.9215082  0.0305614  0.04793042]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 1.5740649  2.5633743 -2.3884532],[0.26965868 0.72521377 0.00512761]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-1.8218173 -3.593947   3.3731942],[5.5084215e-03 9.3626993e-04 9.9355525e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-1.8297077 -3.5662296  3.4243073],[5.1945606e-03 9.1492833e-04 9.9389052e-01]
64,neutral,positive,MISS,Enig. En true detective podcast. det er lige dig ? :),[-3.2106812  3.898048  -0.9747086],[8.1106380e-04 9.9160099e-01 7.5879716e-03]
65,negative,negative,TRUE,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[ 4.280754  -1.5879686 -1.6735753],[0.99460816 0.00281124 0.00258059]
66,negative,negative,TRUE,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 2.283575   1.0359517 -1.4517698],[0.76274645 0.21905054 0.0182029 ]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[ 1.244566   2.4341629 -2.049357 ],[0.23132807 0.7600877  0.00858412]
68,neutral,neutral,TRUE,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-2.807122   4.0316863 -1.120183 ],[0.00106408 0.99318683 0.00574914]
69,neutral,positive,MISS,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-1.8835948  5.083243  -1.8046399],[9.4078243e-04 9.9804115e-01 1.0180733e-03]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-2.3295035 -2.7883315  3.107478 ],[0.0043219  0.00273155 0.99294657]
71,negative,neutral,MISS,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[ 2.797344   -0.16924715 -0.5936391 ],[0.92152816 0.04743888 0.03103297]
72,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-3.0220218  3.9801683 -1.2518673],[9.0423331e-04 9.9378633e-01 5.3094411e-03]
73,neutral,neutral,TRUE,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-1.8451849  3.0284545 -1.3564743],[0.00749477 0.98028713 0.01221808]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-2.370167   3.587776  -0.6905322],[0.00254338 0.983815   0.01364168]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 4.270775  -1.6407778 -1.7290252],[0.9948396  0.00269401 0.00246645]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 4.3467245 -1.5575858 -1.6356997],[0.9947771  0.00271342 0.00250953]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[ 0.23943226  3.9876068  -2.4428067 ],[0.0229822  0.9754455  0.00157221]
78,negative,neutral,MISS,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 4.3082967 -1.2577679 -1.8616453],[0.99411786 0.003803   0.00207906]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 3.8280292  -0.09704848 -1.7696158 ],[0.97709    0.01928835 0.00362167]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 4.247986  -1.5522157 -1.6824424],[0.9943479  0.00300984 0.00264232]
81,negative,negative,TRUE,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 4.172274  -1.5960261 -1.6714077],[0.9940129  0.00310636 0.0028808 ]
82,negative,negative,TRUE,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 4.2840977 -1.5578324 -1.6141194],[0.99438417 0.00288693 0.00272892]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 4.1222105 -1.1497321 -1.7026204],[0.99197793 0.00509245 0.00292961]
84,neutral,neutral,TRUE,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[-1.5183239  5.546048  -2.2345023],[8.5394469e-04 9.9872869e-01 4.1725102e-04]
85,negative,negative,TRUE,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 4.248734  -1.2406389 -1.7514657],[0.99343467 0.00410332 0.00246199]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-0.95582557  5.3530126  -2.450622  ],[1.8161001e-03 9.9777645e-01 4.0734070e-04]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 3.7615054  -0.19583744 -1.6701264 ],[0.9770494  0.01867516 0.00427552]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-2.390466   5.238555  -2.0231369],[4.8555987e-04 9.9881339e-01 7.0108648e-04]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[-2.6156147  5.5507655 -1.9442369],[2.8380603e-04 9.9916077e-01 5.5538898e-04]
90,neutral,neutral,TRUE,"Nej, det gør der ikke. Se evt. her: :)",[-0.08857726  3.6166003  -1.940792  ],[0.02391535 0.9723326  0.00375206]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 4.2576375 -1.4350667 -1.8360049],[0.9944037  0.0033516  0.00224454]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-3.895856   4.1868095 -1.044184 ],[3.0710938e-04 9.9437475e-01 5.3181252e-03]
93,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-3.6214418  -0.21781571  1.3332671 ],[0.00578321 0.17391826 0.8202985 ]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-1.962031  -3.4603062  3.382115 ],[0.00474828 0.00106131 0.99419045]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 1.7030381  2.129175  -1.7506382],[0.39017394 0.5974852  0.01234087]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 4.2128835 -1.609195  -1.5678915],[0.99398863 0.00294364 0.00306777]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-2.5598567 -2.5467112  2.9031277],[0.00420498 0.00426062 0.9915344 ]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[ 1.1831875  3.1110284 -2.3254256],[0.12650877 0.8697037  0.00378747]
99,neutral,positive,MISS,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-2.573385   3.9648387 -1.0732415],[0.00143567 0.9921292  0.00643514]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-1.9316967 -3.5587647  3.4147928],[4.7378377e-03 9.3100825e-04 9.9433112e-01]
101,negative,neutral,MISS,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 3.0771358  0.9399239 -1.734647 ],[0.88800746 0.10477009 0.00722247]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-2.702237  -2.6567817  3.227551 ],[0.00264465 0.00276764 0.99458766]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 3.7171707   0.12211437 -1.5687523 ],[0.9685028  0.02659425 0.00490291]
104,neutral,neutral,TRUE,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-2.9225278  4.396231  -1.4781508],[6.606896e-04 9.965385e-01 2.800802e-03]
105,neutral,negative,MISS,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[-1.9799706  5.3621845 -2.1870713],[6.4689369e-04 9.9882716e-01 5.2588427e-04]
106,negative,neutral,MISS,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[ 4.3731074 -1.3545601 -1.780843 ],[0.9946491  0.00323724 0.0021137 ]
107,neutral,neutral,TRUE,RT @USER: Er du fra Syd- og Sønderjylland og tæt på #NotreDame lige nu? Så vil gerne tale med dig,[-2.6534884  5.1235194 -1.816095 ],[4.1868360e-04 9.9861395e-01 9.6730061e-04]
108,neutral,neutral,TRUE,Københavns Lufthavn starter historisk stor udbygning til 4 mia. kr. #dkbyg #dkpol #dkbiz,[-3.2315586  4.0211315 -1.1225791],[7.0366141e-04 9.9349833e-01 5.7980507e-03]
109,negative,negative,TRUE,"""Registreringsafgiften på biler og motorcykler skal sænkes fra 180 til 150 procent""
Den er jo allerede blevet sat til 150% ?
hvad er det her for noget fis?",[ 4.220297  -1.5299406 -1.5559777],[0.9937569  0.00316216 0.00308089]
110,negative,negative,TRUE,Kan der ikke komme nogle max-grænser på hvor meget cykellygter må lyse? Jeg er træt af at få brændt sorte pletter i mit syn af blinkende LED-lygter...!,[ 4.272568  -1.5072043 -1.7203293],[0.99444526 0.00307226 0.00248255]
