,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.204414 -1.830787  5.744253],[1.2982667e-04 5.1277020e-04 9.9935740e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.2685814  5.932126  -3.6437933],[1.0095075e-04 9.9982965e-01 6.9367685e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.395783  -0.7191482 -4.709214 ],[9.9775451e-01 2.2046664e-03 4.0782983e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.3691669  4.970192  -2.3443978],[2.3870941e-04 9.9909616e-01 6.6515279e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.299852   -0.41732627 -5.037216  ],[9.9668956e-01 3.2780904e-03 3.2301905e-05]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 2.0696661  2.253034  -4.7520204],[4.5406118e-01 5.4544389e-01 4.9487280e-04]
25,neutral,negative,MISS,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 1.9898715  2.9858627 -5.558006 ],[2.6969197e-01 7.3016584e-01 1.4218911e-04]
26,positive,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[-1.6205944  -0.64101416  2.517071  ],[0.01507848 0.04015907 0.9447624 ]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.3558445  -0.44224107 -5.110502  ],[9.9694747e-01 3.0240966e-03 2.8391976e-05]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 4.514804   0.4845047 -5.33142  ],[9.8249012e-01 1.7457880e-02 5.2019666e-05]
29,neutral,neutral,TRUE,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[-1.7340914  3.8864596 -2.82524  ],[0.0036052  0.995184   0.00121074]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-3.0180848 -1.4826927  5.1115646],[2.9418239e-04 1.3659312e-03 9.9833989e-01]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-1.2050916  4.0059867 -3.5412595],[5.4233386e-03 9.9405223e-01 5.2442326e-04]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 6.4029555 -2.6130085 -3.5897832],[9.9983275e-01 1.2143497e-04 4.5723144e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.0916495  0.8631319 -5.3133016],[9.618172e-01 3.810353e-02 7.917247e-05]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-4.3508477   0.92954427  3.63472   ],[3.1890880e-04 6.2648639e-02 9.3703246e-01]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-4.553692   6.5453687 -3.1624703],[1.5125386e-05 9.9992406e-01 6.0800357e-05]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-4.034306    2.7839181   0.99103063],[0.0009367  0.856478   0.14258541]
37,neutral,positive,MISS,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-5.917787   5.6221323 -0.5495319],[9.7133034e-06 9.9790692e-01 2.0833889e-03]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-4.597999    0.17994641  4.810196  ],[8.1249826e-05 9.6573504e-03 9.9026138e-01]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-5.7491403  3.6591747  1.2786115],[7.5087461e-05 9.1526443e-01 8.4660545e-02]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 6.8651986 -2.3682013 -4.3087263],[9.9988818e-01 9.7709461e-05 1.4033865e-05]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-2.7593973  4.594271  -2.837135 ],[6.3945132e-04 9.9876887e-01 5.9162482e-04]
42,positive,neutral,MISS,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-3.4088707 -1.139743   5.0572696],[2.1000394e-04 2.0309412e-03 9.9775898e-01]
43,neutral,negative,MISS,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[-2.5968957  5.754281  -4.11901  ],[2.3605049e-04 9.9971241e-01 5.1518036e-05]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 6.9866776 -2.937363  -3.7466738],[9.9992919e-01 4.8979360e-05 2.1803882e-05]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 4.5799913 -2.7373288 -1.4062382],[9.9683291e-01 6.6183653e-04 2.5051627e-03]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[ 0.4742988  4.632198  -5.800645 ],[1.5399084e-02 9.8457193e-01 2.8994900e-05]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.7466445  -0.36277816 -5.5844316 ],[9.9777114e-01 2.2168809e-03 1.1967607e-05]
48,positive,negative,MISS,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[-3.182794   1.0095663  2.1517084],[0.00364235 0.24104612 0.75531155]
49,positive,negative,MISS,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 0.90022594 -2.457085    2.073019  ],[0.23442079 0.00816459 0.75741464]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 7.248995  -3.4437096 -3.5371776],[9.9995649e-01 2.2709035e-05 2.0682628e-05]
51,positive,positive,TRUE,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[-3.407301  -2.1459959  6.4694824],[5.1341260e-05 1.8123588e-04 9.9976748e-01]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 6.976125  -2.7673924 -4.0367584],[9.9992490e-01 5.8669419e-05 1.6486672e-05]
53,neutral,neutral,TRUE,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-3.7771182  6.3066425 -3.5874784],[4.1748241e-05 9.9990785e-01 5.0465871e-05]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 6.868652  -2.9276936 -3.7480538],[9.9991977e-01 5.5650144e-05 2.4501258e-05]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 6.9926944 -2.4318597 -4.3780365],[9.9990773e-01 8.0710153e-05 1.1526941e-05]
56,neutral,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-2.895917   5.8367476 -3.9823706],[1.6119757e-04 9.9978441e-01 5.4389791e-05]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 6.948668  -2.3920314 -4.344826 ],[9.9989986e-01 8.7769251e-05 1.2452435e-05]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-0.72277784  1.4441369  -0.89197576],[0.09455688 0.8256048  0.07983834]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.571361  -2.4624555  7.0371637],[2.4702062e-05 7.4872871e-05 9.9990046e-01]
60,positive,positive,TRUE,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[-1.7390827   0.13088615  1.6895181 ],[0.02609497 0.16930662 0.80459845]
61,negative,negative,TRUE,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 3.743432    0.54532987 -4.3944254 ],[9.6049303e-01 3.9226186e-02 2.8071631e-04]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-2.4875526 -3.4222543  6.9379554],[8.063154e-05 3.166427e-05 9.998877e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-2.8831127 -1.8298085  5.3408337],[2.6787687e-04 7.6803262e-04 9.9896407e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-1.8165532 -0.6514365  2.721605 ],[0.01023283 0.03280948 0.9569577 ]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-0.93074405 -2.5271237   4.0321875 ],[0.00693409 0.00140505 0.9916609 ]
66,neutral,negative,MISS,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 1.2306124  2.895454  -4.882435 ],[1.5905711e-01 8.4059072e-01 3.5211979e-04]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[-4.072205   4.6575623 -1.4999247],[1.6133246e-04 9.9772602e-01 2.1127530e-03]
68,neutral,neutral,TRUE,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-4.6891966  6.7964964 -3.1997812],[1.0275495e-05 9.9994421e-01 4.5566689e-05]
69,positive,positive,TRUE,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-1.6170828  -0.33667058  2.0048807 ],[0.02380438 0.08565108 0.89054453]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-6.004239   2.5150583  3.3523228],[6.0291615e-05 3.0209300e-01 6.9784671e-01]
71,negative,neutral,MISS,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[ 4.499446   -0.26832867 -4.356792  ],[9.9143231e-01 8.4264548e-03 1.4126938e-04]
72,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-2.8320587  4.3001895 -2.2106836],[7.9709926e-04 9.9771911e-01 1.4837891e-03]
73,neutral,neutral,TRUE,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-2.9761562  5.499214  -3.576166 ],[2.08474608e-04 9.99677181e-01 1.14412156e-04]
74,negative,neutral,MISS,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[ 3.4323432  0.4208088 -4.075224 ],[9.5259404e-01 4.6882968e-02 5.2289292e-04]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 6.7098627 -3.2329915 -3.0450933],[9.9989390e-01 4.8064823e-05 5.8000307e-05]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 2.6516407   0.48645574 -3.5070145 ],[0.8953803  0.10272583 0.00189382]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[-4.2111254  4.929839  -1.4929537],[1.06998654e-04 9.98271704e-01 1.62130699e-03]
78,neutral,neutral,TRUE,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[-1.17381    1.5615239 -0.686637 ],[0.05542439 0.8543609  0.09021474]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 2.5597045  2.4023626 -5.6764684],[5.3917754e-01 4.6067962e-01 1.4282606e-04]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 6.2261753 -1.4597164 -4.7553706],[9.9952388e-01 4.5904247e-04 1.7004668e-05]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[-0.11708786  4.60771    -5.228814  ],[8.7940143e-03 9.9115306e-01 5.2989843e-05]
82,neutral,negative,MISS,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 0.8872845  2.4459963 -3.742657 ],[0.1735373  0.82476985 0.00169291]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 5.83654   -2.4480555 -3.258713 ],[9.9963558e-01 2.5228277e-04 1.1215626e-04]
84,neutral,neutral,TRUE,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[-3.049172   1.6020433  1.0067272],[0.00611811 0.6406403  0.35324156]
85,negative,negative,TRUE,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 5.9050384 -2.672199  -3.018799 ],[9.9967861e-01 1.8828409e-04 1.3313338e-04]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-5.574948   5.699773  -0.9173864],[1.2672579e-05 9.9865204e-01 1.3354216e-03]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 4.1688643   0.46209824 -4.997599  ],[9.7593236e-01 2.3965783e-02 1.0197062e-04]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-2.4763288  5.2181892 -3.7338722],[4.5505029e-04 9.9941564e-01 1.2939432e-04]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[-2.6107712  5.091385  -3.232703 ],[4.5153836e-04 9.9930608e-01 2.4243369e-04]
90,neutral,neutral,TRUE,"Nej, det gør der ikke. Se evt. her: :)",[-4.594665   5.9519143 -2.3194358],[2.6275824e-05 9.9971813e-01 2.5566775e-04]
91,positive,negative,MISS,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[-0.07594193 -0.27725318  0.46261632],[0.28319043 0.23155291 0.4852566 ]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-4.3676147  4.9880066 -1.5974978],[8.6351283e-05 9.9853551e-01 1.3782096e-03]
93,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-3.596095   -0.26554722  4.081284  ],[4.5705770e-04 1.2776432e-02 9.8676658e-01]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-3.5525796 -2.7492812  7.379975 ],[1.7865981e-05 3.9892828e-05 9.9994218e-01]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 2.0010262  2.1967337 -4.630536 ],[0.45096046 0.5484451  0.00059441]
96,neutral,neutral,TRUE,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[-1.7505287  5.224868  -4.328741 ],[9.336568e-04 9.989955e-01 7.087350e-05]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-2.95898   -3.2682927  7.2805433],[3.5727677e-05 2.6222369e-05 9.9993801e-01]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[-4.148911   6.071271  -3.0116947],[3.64221851e-05 9.99849916e-01 1.13567185e-04]
99,neutral,positive,MISS,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-6.0598617   4.708273    0.84148484],[2.0627915e-05 9.7948313e-01 2.0496147e-02]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-2.9670086 -2.9145312  6.8319693],[5.5501983e-05 5.8492391e-05 9.9988604e-01]
101,neutral,neutral,TRUE,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[-1.2801753  5.2817554 -4.9214716],[1.4111084e-03 9.9855191e-01 3.6996909e-05]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-4.303531 -1.015553  5.758198],[4.2631596e-05 1.1420433e-03 9.9881530e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 6.758965  -2.205322  -4.4671326],[9.9985874e-01 1.2787874e-04 1.3320074e-05]
104,neutral,neutral,TRUE,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-4.7411     5.860797  -2.2833416],[2.4860969e-05 9.9968481e-01 2.9034124e-04]
105,negative,negative,TRUE,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[ 1.7799884  1.7202839 -4.0034676],[0.51410687 0.4843107  0.00158245]
106,neutral,neutral,TRUE,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[-1.1281875  4.414792  -4.3110557],[3.8989475e-03 9.9593937e-01 1.6167600e-04]
