,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-4.8975496  9.198211  -5.139997 ],[7.555940e-07 9.999987e-01 5.929187e-07]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[10.530479  -4.0778556 -5.181146 ],[9.9999940e-01 4.5256428e-07 1.5015065e-07]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 7.3406515 -3.8588793 -2.541227 ],[9.9993515e-01 1.3679730e-05 5.1088879e-05]
27,neutral,negative,MISS,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 2.7242858  3.876469  -6.936724 ],[2.4008687e-01 7.5989777e-01 1.5298365e-05]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.9500718  6.8937497 -6.4390874],[3.9201311e-04 9.9960631e-01 1.6197628e-06]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 9.21268   -3.2902856 -5.1676784],[9.9999571e-01 3.7156005e-06 5.6844459e-07]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 0.1422769 -1.740485   1.5980251],[0.18382828 0.02797301 0.7881987 ]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-4.021267  9.410453 -6.043965],[1.4678358e-06 9.9999833e-01 1.9419173e-07]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[10.616615  -4.431189  -4.5765867],[9.9999952e-01 2.9162288e-07 2.5215988e-07]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 9.905185  -3.1169538 -5.884908 ],[9.9999762e-01 2.2108336e-06 1.3881902e-07]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-6.927374   5.586455  -0.9423582],[3.6700999e-06 9.9853766e-01 1.4586028e-03]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 3.8893197  3.3343394 -7.851017 ],[6.3528705e-01 3.6470786e-01 5.0606550e-06]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-5.814256   9.354735  -4.7057257],[2.5833927e-07 9.9999893e-01 7.8274240e-07]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-5.664088   0.6786184  3.3078196],[1.1837192e-04 6.7274600e-02 9.3260700e-01]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-6.082081  -2.8375864  7.6747985],[1.0603536e-06 2.7196764e-05 9.9997175e-01]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-5.4036393  9.515267  -5.0699415],[3.3174206e-07 9.9999917e-01 4.6315233e-07]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[10.428054  -4.650312  -4.5517797],[9.9999940e-01 2.8284524e-07 3.1213369e-07]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-5.79541   9.122367 -4.775386],[3.3211705e-07 9.9999869e-01 9.2104773e-07]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-7.8043504  4.3288646  1.2382898],[5.1439347e-06 9.5649737e-01 4.3497492e-02]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[10.343771  -4.1441436 -5.094941 ],[9.9999928e-01 5.1047931e-07 1.9726599e-07]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[10.337001  -5.1659145 -3.606708 ],[9.9999893e-01 1.8499881e-07 8.7967828e-07]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[10.446035  -4.6442733 -4.585052 ],[9.9999952e-01 2.7948710e-07 2.9653862e-07]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[-0.14062636  6.945618   -7.1757984 ],[8.358332e-04 9.991635e-01 7.358401e-07]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.1993046  1.887348  -7.369446 ],[9.6483350e-01 3.5163168e-02 3.3567071e-06]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[10.146732  -4.1944346 -4.817109 ],[9.9999905e-01 5.9116638e-07 3.1716539e-07]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[10.561558  -4.6628613 -4.382505 ],[9.9999940e-01 2.4440988e-07 3.2350096e-07]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[10.562395  -4.8754525 -4.283552 ],[9.9999940e-01 1.9743672e-07 3.5685090e-07]
51,neutral,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 0.78954095  3.90764    -4.926105  ],[4.236092e-02 9.574996e-01 1.395378e-04]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[10.585255  -4.8551936 -4.3004074],[9.9999940e-01 1.9692374e-07 3.4295635e-07]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-4.765135 -5.39208   9.392225],[7.104544e-07 3.795397e-07 9.999989e-01]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[10.61508   -4.8808827 -4.20682  ],[9.9999940e-01 1.8628972e-07 3.6553638e-07]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[10.399581  -4.207673  -5.0507255],[9.9999928e-01 4.5305390e-07 1.9499211e-07]
56,negative,negative,TRUE,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 3.69288    -0.13536605 -3.2143655 ],[0.97775775 0.02126401 0.00097826]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[10.549647  -5.1319785 -3.8183835],[9.9999928e-01 1.5472352e-07 5.7549732e-07]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-2.88921    8.690333  -6.2661023],[9.3554381e-06 9.9999034e-01 3.1952004e-07]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-4.424267  -4.459988   7.9129987],[4.385208e-06 4.231325e-06 9.999914e-01]
60,positive,positive,TRUE,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[-2.9267354 -1.4204208  3.3629322],[0.0018366  0.00828321 0.9898802 ]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[-6.8587723   5.8190355  -0.38709256],[3.1133045e-06 9.9798393e-01 2.0129657e-03]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-5.1664367 -4.5350165  9.109801 ],[6.3082376e-07 1.1861247e-06 9.9999821e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-5.3632603 -4.8358603  9.410388 ],[3.8360622e-07 6.5002871e-07 9.9999893e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-6.921202  -2.6756673  8.438313 ],[2.1352129e-07 1.4902308e-05 9.9998486e-01]
65,negative,negative,TRUE,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[10.582883  -5.056442  -3.8354936],[9.999993e-01 1.614089e-07 5.472404e-07]
66,negative,negative,TRUE,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[10.571317  -4.45465   -4.5242715],[9.9999940e-01 2.9806114e-07 2.7801539e-07]
67,negative,neutral,MISS,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[ 2.3796637  1.2333317 -4.118956 ],[0.7579744  0.2408845  0.00114114]
68,positive,neutral,MISS,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-6.9062037  2.6580105  2.700151 ],[3.4357578e-05 4.8944962e-01 5.1051599e-01]
69,neutral,positive,MISS,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-4.978897   7.241878  -3.3868961],[4.9268797e-06 9.9997091e-01 2.4208573e-05]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-5.733712  -3.6518326  8.013696 ],[1.0704648e-06 8.5846232e-06 9.9999034e-01]
71,neutral,neutral,TRUE,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[-6.684623    5.1969886   0.11297289],[6.8737991e-06 9.9383634e-01 6.1567971e-03]
72,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-4.1123433  7.8978887 -4.9706974],[6.0816128e-06 9.9999130e-01 2.5777483e-06]
73,positive,neutral,MISS,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-3.8818789   0.77117753  1.9651668 ],[0.00221183 0.23203188 0.76575637]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-3.4884627  8.702158  -5.871    ],[5.0778326e-06 9.9999440e-01 4.6876519e-07]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 9.872603  -5.338559  -2.7285264],[9.9999642e-01 2.4767061e-07 3.3681965e-06]
76,neutral,negative,MISS,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[-2.2758586  8.089214  -6.501984 ],[3.1513166e-05 9.9996805e-01 4.6037249e-07]
77,positive,neutral,MISS,Jeg lukkede den faktisk ned inden et møde 😬,[-5.1894283  -0.94352955  5.2379403 ],[2.9548932e-05 2.0630606e-03 9.9790740e-01]
78,neutral,neutral,TRUE,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[-3.5265944  5.9390254 -3.6331592],[7.7458586e-05 9.9985290e-01 6.9628841e-05]
79,neutral,negative,MISS,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 1.9244796  4.8981442 -7.162026 ],[4.8629623e-02 9.5136482e-01 5.5040418e-06]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[10.577992  -4.655962  -4.5035114],[9.9999952e-01 2.4209032e-07 2.8195896e-07]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[-5.4402695  7.4008756 -3.2392154],[2.6494163e-06 9.9997342e-01 2.3936225e-05]
82,neutral,negative,MISS,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[-4.178302   9.333583  -5.7024846],[1.3547601e-06 9.9999845e-01 2.9506518e-07]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[10.545247  -4.8157754 -4.2783937],[9.9999940e-01 2.1320247e-07 3.6490039e-07]
84,neutral,neutral,TRUE,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[-2.395404   6.875748  -4.7074757],[9.4090276e-05 9.9989665e-01 9.3201988e-06]
85,neutral,negative,MISS,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 1.9168912  4.07352   -6.391762 ],[1.0371073e-01 8.9626372e-01 2.5551795e-05]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-4.648466  9.285639 -5.393082],[8.881668e-07 9.999987e-01 4.218054e-07]
87,neutral,negative,MISS,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[-1.034227   7.2854686 -6.9083033],[2.4361053e-04 9.9975568e-01 6.8488447e-07]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-5.873801   8.17429   -3.6221647],[7.9247945e-07 9.9999166e-01 7.5311505e-06]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[ 0.1836837  6.0956807 -7.3150287],[2.6994655e-03 9.9729902e-01 1.4949555e-06]
90,neutral,neutral,TRUE,"Nej, det gør der ikke. Se evt. her: :)",[-4.690306   9.051356  -5.0383453],[1.0766407e-06 9.9999821e-01 7.6018546e-07]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 9.87004  -3.205869 -5.577373],[9.9999762e-01 2.0950961e-06 1.9555681e-07]
92,positive,neutral,MISS,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-5.955576  -1.4500986  6.4332323],[4.1633552e-06 3.7683168e-04 9.9961901e-01]
93,neutral,positive,MISS,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-5.927485   8.308466  -3.8951578],[6.5675408e-07 9.9999428e-01 5.0122308e-06]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-5.318    -5.231402  9.739741],[2.8873927e-07 3.1485794e-07 9.9999940e-01]
95,negative,neutral,MISS,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[10.332646  -4.333612  -4.8671002],[9.9999928e-01 4.2709533e-07 2.5051480e-07]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 3.5433605  2.2743278 -6.1277843],[7.8053874e-01 2.1941209e-01 4.9234524e-05]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-5.386675 -5.150917  9.514688],[3.3761381e-07 4.2737443e-07 9.9999928e-01]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[-5.5266485  9.365076  -4.850801 ],[3.408833e-07 9.999989e-01 6.700734e-07]
99,neutral,positive,MISS,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-7.057147   3.504751   1.5652466],[2.2629523e-05 8.7427789e-01 1.2569948e-01]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-5.124126  -5.3035674  9.484111 ],[4.5260904e-07 3.7826206e-07 9.9999917e-01]
101,neutral,neutral,TRUE,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 0.48092905  6.1034713  -6.3490868 ],[3.6023993e-03 9.9639374e-01 3.8936196e-06]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-5.309832  -5.1542754  9.597037 ],[3.3575955e-07 3.9227098e-07 9.9999928e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[10.333066  -3.6235287 -5.3285327],[9.9999905e-01 8.6841561e-07 1.5785338e-07]
104,neutral,neutral,TRUE,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-5.279187   9.542466  -5.0071406],[3.6562622e-07 9.9999917e-01 4.7993888e-07]
105,negative,negative,TRUE,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[ 4.087482   3.0315192 -7.3034015],[7.4191207e-01 2.5807953e-01 8.3821342e-06]
