,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
10,neutral,neutral,TRUE,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk [LINK]",[-5.414542   5.979879  -3.7733185],[1.1257343e-05 9.9993074e-01 5.8104531e-05]
11,neutral,positive,MISS,Fredagens Sikre valg fra den franske liga.. Så blev det weekend igen og foråret ser ud til virkelig at have taget godt fat i Danmark og det er jo noget der får humøret til at stige helt automatisk. [LINK],[-4.4185095   2.3937294  -0.17039885],[0.00102054 0.92756945 0.0714101 ]
12,negative,positive,MISS,"@USER @USER Paludan er vanvittig,men det virkelig problem er at vi har mennesker i vores samfund, der ikke vil acceptere de helt grundlæggende friheder om retten til at ytrer sig. I et sekulært samfund, skal religion kun tåle at bliver hånet, latterliggjort og kritiseret i enhver form #dkpol",[ 1.5983754  -1.9362066  -0.41810396],[0.8603673  0.02509773 0.11453494]
13,neutral,neutral,TRUE,Hvad betyder politiske beslutninger for vores velfærd i de danske byer? Vi bidrager gerne med uafhængig byøkonomisk viden til dit #fmdk arrangement. #dkbiz #uddpol #dktrp #dkbolig #dkforsk. Kontakt:[LINK] [LINK],[-4.1730795  3.434915  -1.4177496],[4.9237779e-04 9.9176437e-01 7.7432427e-03]
14,positive,neutral,MISS,Når man er på besøg på en anden afdeling af ens virksomhed og kollegerne der behandler en som en spændende ny livsform og med stor respekt. Det er sgu sjovt :-D #arbejde #menneskerersjove #tillidsvalgt #hygge,[-3.6026058 -2.0479887  3.8593643],[5.7263690e-04 2.7104476e-03 9.9671692e-01]
15,neutral,positive,MISS,"@USER I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[-4.8979096  6.106798  -4.258624 ],[1.6622467e-05 9.9995196e-01 3.1501662e-05]
16,negative,negative,TRUE,"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): [LINK] #dkpol #eudk [LINK]",[ 7.4259033 -3.8103635 -5.0102706],[9.9998283e-01 1.3186931e-05 3.9721954e-06]
17,neutral,neutral,TRUE,"Hvis du ikke er i fanzonen og gerne vil høre @USER-live. Så kan du nå det endnu. I panelet er @USER, @USER, @USER og Kasper Fisker. Skynd dig💛💙 [LINK]",[-5.957461    3.129565   -0.32675412],[1.0965257e-04 9.6931273e-01 3.0577619e-02]
18,positive,positive,TRUE,"@USER @USER Ved ikke om det er fair eller ej, men som forbruger mener jeg det er fair nok. Kvickly vil også gerne selv sammenligne sig med andre. Så syntes jeg Rema er en del over discountniveauet. Jeg lægger også stortset alle indkøb i Rema og er iøvrigt tidligere Coop ansat 😉",[-4.944758  -4.2262926  6.449365 ],[1.1261087e-05 2.3099685e-05 9.9996567e-01]
19,negative,negative,TRUE,"@USER Men fair nok. Det er muligvis blevet bedre. Synes det, at det er underligt at sætte Messi under loop efter én gang, hvor han giver efter for de utallige svinestreger, han bliver udsat for. Jeg synes bestemt ikke det er kendetegnene for hans spil.",[ 5.873331  -2.4935944 -4.6809516],[9.9974149e-01 2.3236904e-04 2.6074789e-05]
20,neutral,neutral,TRUE,@USER @USER @USER Bekræfte hvad?,[-5.19034    6.164111  -4.1518073],[1.1716694e-05 9.9995518e-01 3.3100478e-05]
21,negative,negative,TRUE,"Denne artikel om Socialdemokratiets (kommende?) kulturpolitik er blevet diskuteret grundigt de seneste dage. Det er skønt, at kulturpolitik, der ellers ofte er i bunden af vælgernes prioriterede... [LINK]",[ 7.5254927 -3.9876904 -4.91627  ],[9.9998605e-01 9.9972804e-06 3.9500715e-06]
22,neutral,neutral,TRUE,@USER @USER Har du et link?,[-4.8179197  6.2198057 -4.4688044],[1.6082733e-05 9.9996114e-01 2.2802305e-05]
23,positive,positive,TRUE,"@USER @USER Uhh jeg er helt klar over grunden, det ændrer ikke på et grundfundament i et demokrati, er at, de folkevalgte stiller sig selv til rådighed for befolkningen igennem #dkmedier især når der er truffet upopulære beslutninger.",[-5.417111  -4.5978656  6.985142 ],[4.109264e-06 9.323046e-06 9.999865e-01]
24,positive,neutral,MISS,"@USER Ej.. Nu må den ""jeg føler mig krænket""-plage, der har ramt landet, simpelthen stoppe!!! Kan ikke holde det ud.. Det er SATIRE.. Slå det op, læs om det, hvis I ikke forstår det..!!!",[-5.3013706 -3.5043714  6.0386057],[1.1887063e-05 7.1697053e-05 9.9991643e-01]
25,positive,neutral,MISS,"Virkeligheden kalder @USER
[LINK]
Lytter du?
225 timers reglen er utroligt stressende. Det skubber en stor andel længere væk fra job. Endda #ptsd ramte kan omfattet af 225 timers reglen! #Vejle 
#dksocial #225timer #365timer #kontanthjælpsloftet",[-2.1838377 -3.1754355  3.7378125],[2.6709568e-03 9.9088042e-04 9.9633813e-01]
26,positive,positive,TRUE,"RT @USER: Der findes gode mennesker
Der findes onde mennesker
Og så er der dem som mig
😂😂😂😂",[-5.111289  -4.811543   6.9563518],[5.7422826e-06 7.7492987e-06 9.9998653e-01]
27,positive,negative,MISS,"Finland tager prisen for mest fucked up valgsystem i Nordeuropa. Ingen som helst sammenhæng mellem frem- og tilbagegang og mandattal. Det er helt fjollet. #vaalit19 

 [LINK]",[-5.0428543 -3.828922   6.180264 ],[1.3360926e-05 4.4982185e-05 9.9994171e-01]
28,neutral,neutral,TRUE,"Har du booket sommerferien? Super! Næste trin er at opkvalificere dig inden det bliver alt for varmt. Læs mere om tilbud på Leading SAFe (SA), Product Owner og Scrum Master kurser: [LINK] #agile #training #summer [LINK]",[-5.12161   6.315287 -4.388267],[1.0789570e-05 9.9996674e-01 2.2464206e-05]
29,negative,negative,TRUE,Denne her perspektivering på lønudviklingen i #pldk bliver du næppe overrasket over. Men du bliver bestemt heller ikke dummere af at læse den [LINK],[ 7.101161  -3.7274013 -4.6344066],[9.9997222e-01 1.9824547e-05 8.0037944e-06]
30,positive,negative,MISS,Lyt med på vores podcast #AOFoplyser hvor vi præsenterer alle spidskandidater til #ep2019dk ITunes: [LINK] SoundCloud: [LINK] #dkpol [LINK],[ 0.7785632  -2.6496289   0.80297124],[0.4861085  0.01577206 0.4981194 ]
31,positive,positive,TRUE,Eriksen om sejrsmål: Det var ren lettelse [LINK] #pldk,[-4.852828 -4.7071    6.725406],[9.3675972e-06 1.0837191e-05 9.9997985e-01]
32,positive,negative,MISS,"Anmeldelse: Carl Holst knockoutet af politik, pressen, politiet og pøbelen (Dette er en plus-artikel) [LINK]",[-5.0157776 -4.4797783  6.666759 ],[8.4397325e-06 1.4424813e-05 9.9997711e-01]
33,positive,positive,TRUE,"Ungdommens (og mange andres) ønske til et nyt folketing: bevar adgangen til natur, så alle børn og unge kan komme ud og få oplevelser, der styrker dem [LINK] 
#friluftslivforalle #dkgreen #dkpol #fv19 Tak til @USER for at give ungdommens ønske videre",[-3.4782681 -4.901374   5.7561717],[9.7607044e-05 2.3519840e-05 9.9987888e-01]
34,negative,neutral,MISS,Lørdagens transferrygter: United genoptager jagten på Juventus-spiller [LINK] #pldk,[ 6.064392  -3.1425583 -3.916456 ],[9.9985337e-01 1.0032488e-04 4.6271009e-05]
35,negative,positive,MISS,Guardiola: Medierne vil have Liverpool til at vinde mesterskabet [LINK] #pldk,[ 3.2933102 -1.2711427 -2.7862785],[0.98745465 0.01028491 0.0022604 ]
36,positive,positive,TRUE,"🤔 TÆNK DIG GRUNDIGT OM, FØR DU SKAL STEMME 🤔

💚🙏❤️

PS: Jeg kan ikke finde Mette på nogen af billederne. Hvordan kan det være? Hvilken ‘blok’ er hun og S en del af?

#dkpol
#dkmedier
#alternativet
#dereretalternativ 
#grøntvalg 
#tidtilforandring
#derforuffe [LINK]",[-5.482826  -4.380995   6.8542614],[4.3859463e-06 1.3200263e-05 9.9998236e-01]
37,positive,positive,TRUE,"@USER Ja, han løber de unge gutter op 😉",[-5.0721216 -1.924454   4.494224 ],[6.9927984e-05 1.6280412e-03 9.9830198e-01]
38,negative,negative,TRUE,"@USER Hvis man som stat mener, at en som Rasmus Paludan skal beskyttes for hans tydelig provokation af den muslimske minoritet, jamen så er det klart at minoriteten reagere som de gør. De er ikke de skyldige i denne sag.",[ 6.128222 -2.828769 -4.485237],[9.9984658e-01 1.2881354e-04 2.4579151e-05]
39,neutral,neutral,TRUE,@USER Og det er blandt andet derfor det er en skøn artikel 😉,[-4.950241  6.22513  -4.393289],[1.4014618e-05 9.9996150e-01 2.4460325e-05]
40,neutral,positive,MISS,Trump vil erklære nødretstilstand for at få grænsemur: Vi har en invasion af narko og en invasion af mennesker [LINK] [LINK],[-5.8851695  3.7802563 -1.05426  ],[6.2934982e-05 9.9204975e-01 7.8873225e-03]
41,neutral,negative,MISS,"@USER Stå til højre, gå til venstre.",[-3.5883598  4.692463  -3.3263934],[2.531812e-04 9.994179e-01 3.290048e-04]
42,negative,negative,TRUE,"Kan vi ikke udvise empati og respekt for mennesket, er vi et fattigt folk. [LINK]",[ 6.7011275 -4.004015  -3.918983 ],[9.9995315e-01 2.2428238e-05 2.4418798e-05]
43,neutral,neutral,TRUE,Som 15-årig tilsluttede hun sig IS: Nu er hun gravid og vil hjem [LINK] [LINK],[-4.8771343  5.84227   -3.921654 ],[2.2109931e-05 9.9992049e-01 5.7484045e-05]
44,positive,positive,TRUE,@USER @USER @USER @USER Populaert eller ej...farligt naar politikere lukker medier de ikke kan lide..saa er vi paa vej mod bogbraendinger...DF handler som vanligt helt uden moralsk kompas. #dkpol,[-2.2858138 -1.2456105  2.362954 ],[0.00923481 0.02613259 0.9646326 ]
45,positive,neutral,MISS,@USER Han er født og opvokset i England. Faderen er skotte.,[-5.0796347 -4.254873   6.552913 ],[8.872300e-06 2.024070e-05 9.999709e-01]
46,negative,negative,TRUE,"@USER kan i ikke droppe den forespørgsel efter lokation når man går ind på jeres side? Det crasher min Firefox på android.
Lav i stedet en knap, for dem der ikke ved hvor de er.",[ 8.004867  -4.2951803 -5.1968846],[9.9999368e-01 4.5515021e-06 1.8473507e-06]
47,negative,negative,TRUE,Advarsel: Flere bilister fik falske p-bøder i midtbyen [LINK],[ 8.049515  -4.3589973 -5.1824327],[9.9999416e-01 4.0836558e-06 1.7924042e-06]
48,neutral,neutral,TRUE,"Mange vil have #sundhedsreform til at handle om struktur. Husk nu - det handler om patienterne. Om nærheden i behandlingen og om, at færre i fremtiden skal ende imellem to stole, når de går fra en myndighed til en anden. Det SKAL vi kunne løse #dkpol #sundpol",[-4.773576   6.1461234 -4.409454 ],[1.8097388e-05 9.9995577e-01 2.6046648e-05]
49,negative,negative,TRUE,"@USER Aha ;) - den er helt sikkert 👎
Jeg har skrevet om det her i årevis.

Det er på høje tid, at vi får det stoppet.

[LINK]",[ 8.011434  -4.235781  -5.2993064],[9.9999356e-01 4.7984304e-06 1.6565955e-06]
50,neutral,negative,MISS,"Så er der sat punktum for en stærk dansk lobbyindsats i EU. Danmark kan påvirke rigtig meget, især når vi er mange, der arbejder sammen! #dkpol #dkbiz #eupoldk [LINK]",[-5.492072    2.957392   -0.28412998],[2.0591875e-04 9.6216911e-01 3.7624989e-02]
51,negative,negative,TRUE,"Aboubakar Keita er i øvrigt begyndt at spille nede i Belgien. Godt 300 minutter siden slut-marts. Men mon ikke det er too little, too late for Ståle.",[ 7.7667933 -4.2599025 -4.90414  ],[9.9999094e-01 5.9823064e-06 3.1410864e-06]
52,positive,positive,TRUE,"Jeg er altså ikke helt færdig med @USER. Hans konstante pres på målmand og forsvar giver en ekstra dimension. 

Allerede nu er han nummer to på vores topscorerliste (4 mål).

Han kan blive en af vores vigtigste signings længe og en frygtindgydende angriber i playoff. #vejleb [LINK]",[-5.341357  -4.62674    6.9634275],[4.529955e-06 9.256525e-06 9.999862e-01]
53,neutral,neutral,TRUE,@USER @USER Er så bra at de sender dette 🤩 Og det ikke mange vet er at norske Quick Style har laget koreografien til Save me og Blood sweat and tears! 🤩,[-3.0674953  4.9836016 -4.358759 ],[3.186226e-04 9.995938e-01 8.759674e-05]
54,negative,negative,TRUE,"@USER @USER Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 7.8568525 -4.2032785 -5.1063547],[9.9999177e-01 5.7855950e-06 2.3450227e-06]
55,negative,neutral,MISS,"@USER @USER Skandaløst ringe dommerpræstation over hele linjen. Hvis TVW og Okore er offside, så hedder jeg Henning, og hvis Arajuuri ikke laver hands, er der lang vej hjem, som Wafande ville sige det...",[ 4.8395953 -1.5439365 -4.653432 ],[9.9823856e-01 1.6861717e-03 7.5242846e-05]
56,negative,negative,TRUE,"DF frygter at S skifter side i udlændingedebatten...
Det kan jeg også frygte - men det kommer helt an på hvilke områder der skiftes - paradigmeskiftet er sygt - lige nu får Radikale det uanset hvem der bli'r statsminister. 
[LINK]
#dkpol #dkmedier",[ 8.32422  -4.644121 -5.244553],[9.9999630e-01 2.3330258e-06 1.2798381e-06]
57,negative,negative,TRUE,"Hay Mamita! Con todo respeto pero estás repitiendo lo mismo y lo mismo como LORO lo de tu campaña y sabes que no es verdad. Llegas con las manos sucias.

Esperemos que devuelvas la legitimidad a la Capital y la saques del Letargo que trae. Empiezas mal. [LINK]",[ 3.17305    -0.48732564 -3.7237852 ],[0.9739622  0.02505308 0.00098466]
58,positive,positive,TRUE,"Det skal være lettere for syge borgere at få et fastholdelsesfleksjob på deres nuværende arbejdsplads. Del denne video fra VærdigReform og hjælp os med at råbe politikerne op.
#værdigreform #dkpol #sundpol #arbejdsforhold [LINK]",[-5.3716106 -4.687662   7.024294 ],[4.1354397e-06 8.1951475e-06 9.9998772e-01]
59,negative,neutral,MISS,"Nikolaj Øris blev far i nat, erfarer TV 2 SPORT. DHF's sportschef bekræfter, at højrebacken er tilbage i lejren og spiller i aften mod Saudi-Arabien #hndbld #vmtv2 [LINK]",[ 2.0099578 -2.0466318 -0.6559002],[0.92009217 0.0159249  0.0639829 ]
60,negative,negative,TRUE,"@USER @USER Man kan jo tage den “set ovenfra” med fokus på, hvor stor en rolle diverse eksperter rent faktisk har på tonen og måden hvorpå fodbolddanmark opfører sig. Vil man have et bodegabøvet Stig Tøfting-fodbolddanmark?",[ 7.89876  -4.376932 -4.962754],[9.9999273e-01 4.6637101e-06 2.5960476e-06]
61,positive,positive,TRUE,@USER Mon ikke han sagde tredjeland og ikke tredjeRANGSland? USA er i øvrigt også et tredjeland i EU-jargon.,[-5.581807 -4.257139  6.801209],[4.1890503e-06 1.5754767e-05 9.9998009e-01]
62,negative,negative,TRUE,"@USER du er så ærlig som du er og fordi du tør stå frem og vise hvem du er. Jeg ved ikke om det er dumt at sige det her, men jeg fandt dig på twitter efter at jeg havde set indslaget på TV2, fordi jeg synes hende der sad der på skærmen var skide sej og nu ved jeg at hun ER skide sej!",[ 5.888171  -3.094763  -3.7502444],[9.9980932e-01 1.2551005e-04 6.5163826e-05]
63,negative,negative,TRUE,"Foreningen Far har bedt #civilstyrelsen direktør undersøge, hvorfor Foreningen Far ikke anerkendes som retshjælpsinstitution, mens Danner, Mødrehjælpen og Dansk Kvindesamfund gør. Det er lige lovlig absurd! #dkpol #dkmedier #dkpolitik @USER #Danmark [LINK]",[ 8.150279  -4.5700064 -5.0938606],[9.9999523e-01 2.9898413e-06 1.7706844e-06]
64,positive,negative,MISS,@USER Der røg den fredag aften :-) tak,[-5.4404035 -2.778121   5.4586873],[1.8469793e-05 2.6465274e-04 9.9971682e-01]
65,neutral,neutral,TRUE,"Kommentar: Det er vel ikke en naturlov, at Tyskland og Frankrig skal ligge i struben på hinanden [LINK] [LINK]",[-0.19249871  2.6056678  -4.188602  ],[0.05736277 0.94158244 0.00105474]
66,positive,negative,MISS,"@USER @USER Men de ting forsvinder jo heller ikke Patrick, det gør de ikke. Nu ved jeg ikke hvor du kommer fra i landet, eller hvem du kender, men sandheden er at den slags ikke forsvinder. Mit bud er at du har set det hele fra en side og det er jo aldrig godt. Nu kan du se Paludan...",[-3.701966  -3.8698504  5.3441257],[1.17825075e-04 9.96154413e-05 9.99782622e-01]
67,negative,negative,TRUE,"Ved dårligt hva man efterhånden ska sige!?

Igen, igen... igen... slås det fast at vores regering er ude i BEVIDST manipulation for at ramme udlændinge!... &amp; surprise... S støtter dem sgu!?

Ideologi ind.
Fakta ud.

Nu må det faneme være nok!

#dkpol
[LINK]",[ 7.96654   -4.2032204 -5.2608747],[9.9999309e-01 5.1848656e-06 1.8005435e-06]
68,neutral,neutral,TRUE,"""... jeg synes, der er en tendens til, at mode bliver hysterick og grinagtigt. Hvis noget tøj er fedt of lækkert, så er det fedt og lækkert meget længere tid end en sæson og jeg har meget svært ved at tage det seriøst, når det bliver dikterende."" [LINK]",[-4.6391525  5.993989  -4.2821326],[2.4102377e-05 9.9994147e-01 3.4443867e-05]
69,negative,positive,MISS,"@USER De sidste 30 år har forskere i politik forsøgt at komme op med bedre, men synes ikke det er lykkedes. Hvis man skal stille et mere interessant spørgsmål er det om en overgang var ved at opstå en ny kløft imellem land og by.",[ 7.780292  -4.553273  -4.6771693],[9.9999166e-01 4.4014650e-06 3.8885678e-06]
70,positive,positive,TRUE,"@USER @USER Nej, det er det svar, jeg mener man skal insistere på at få - og dernæst om man mener det er i orden at gøre brug af den slags oplysninger, selvom man ikke aktivt har gjort noget (ulovligt) for at fremskaffe dem.",[-5.6541843 -2.843084   5.621598 ],[1.2673400e-05 2.1073585e-04 9.9977654e-01]
71,negative,negative,TRUE,"@USER @USER Nok har han været bænkspiller, men det er trods alt under et år siden han blev udtaget til VM. Og ville blive overrasket hvis han ikke spiller fra start i pokalen. Selvom det selvfølgelig ville være smukt at stoppe med et mesterskab",[ 7.880337  -4.2142076 -5.1154294],[9.9999213e-01 5.5898772e-06 2.2699007e-06]
72,neutral,neutral,TRUE,"Patienterne venter - kan det være anderledes? Ja! På #patient19 deler @USER erfaringer fra #sikkertopflow. Målet er bedre #patientsikkerhed, reduktion af aflysninger og bedre OPflow. Læs blog om #sikkertflow af @USER ➤ [LINK]",[-4.6891356  5.9479814 -4.1916394],[2.4006624e-05 9.9993658e-01 3.9481271e-05]
73,neutral,neutral,TRUE,Intet mindre end GENIALT afsnit af #hergårdetgodt Panda Special! Sammenligningen mellem @USER og pandaens parringsritualer var noget af det bedste danske satire i nyere tid! @USER I skal nok ikke regne med at kunne lave en #ikinagårdetgodt sæson 2 #freetibet,[-4.536141   5.8219705 -4.1279635],[3.1731815e-05 9.9992061e-01 4.7726993e-05]
74,neutral,neutral,TRUE,"@USER @USER @USER Men hvor de stadig ønsker koranen over de danske regler og love... er det det vi skal bygge Danmarks fremtid på. 
Ps. Folk der er kommet her for at få asyl, skal hjem og hjælpe med genopbygningen, med den viden og erfaring de har samlet i Europa... for hvem skulle ellers ?",[-5.0927954  6.0820775 -4.088531 ],[1.40214015e-05 9.99947667e-01 3.82770195e-05]
75,negative,negative,TRUE,"@USER @USER @USER @USER @USER Han står ikke for det nu, fordi han er / var ansat til noget andet og det er nogle spillere med andre kompetencer. Ved evt BIF er der andre spillere og sikkert krav om noget andet",[ 7.851141  -4.1826982 -5.118627 ],[9.9999166e-01 5.9397262e-06 2.3296866e-06]
76,negative,positive,MISS,"@USER @USER ""Du er ikke vigtig""? Når du nu har sovet på det, synes du så selv at det er en ret relevant ""satire"" at rette imod folk der fortæller om sårbarhed?

Person: Mit selvværd har det nogen gange svært.
Heino: DU ER IKKE VIGTIG HA HA HA HA HA!!!",[ 7.6279106 -4.092888  -4.9182086],[9.9998832e-01 8.1230073e-06 3.5586424e-06]
77,neutral,negative,MISS,"Seneste nyt fra Danmark og Verden #nyheder: Politiet undersøger mistænkeligt forhold på Nørrebro Politiet undersøger et mistænkeligt forhold på Blågårds Plads, hvor den kontroversielle partistifter og islamkritiker Rasmus Paludan ventes at holde en demon… [LINK]",[-4.1399255  5.2624493 -3.6574118],[8.2510051e-05 9.9978381e-01 1.3367794e-04]
78,negative,negative,TRUE,"@USER @USER @USER @USER Men det ønsker konservative ikke at have skatteindtægter på.
At sætte prisen på tobak op vil bare få folk til at ryge polske Prince. De gange jeg har været i Norge har jeg jo også haft tobak med til vennerne.",[ 7.776108  -4.1320367 -5.0945363],[9.9999058e-01 6.7352653e-06 2.5724469e-06]
79,neutral,negative,MISS,"@USER @USER Det var ikke for at forklejne hans generelle udvikling som du+FD utvivlsomt ved mere om. Men jeg vil gerne vædde en Lyngbypølse på, at min. 90% af hans afslutninger nu er inde i feltet, måske endda +75% fra Dangerzone. Så kommer han også automatisk til at ligne en bedre afslutter",[-2.665698   4.6821513 -4.419431 ],[6.43489766e-04 9.99245167e-01 1.11405076e-04]
80,positive,negative,MISS,"@USER Ja , hun kan det hele ! Det er en fornøjelse at lytte til hende !Jeg elsker musikkens verden. Der færdes Jeg med sikkerhed ! ✨🎵❤🌹",[ 0.6177218 -2.553506   0.9397518],[0.41290268 0.01732212 0.5697752 ]
81,neutral,neutral,TRUE,"@USER @USER @USER @USER Virkelig? Gå lige ind i din nærmeste kirke, tag et billede af Jesus-figur og læg det op her. Så skal vi se om det ikke er en hvid person.",[-1.9912883  3.43255   -3.0802896],[0.00438434 0.9941401  0.00147556]
82,negative,neutral,MISS,"@USER @USER ... Ja - Der er en grund til at man fx fra elitedommer gruppen anbefaler dommerne ikke at udtale sig i 24 timer efter kampen...

Som jeg har skrevet har jeg forståelse for at pulsen er høj, men historien viser at det ikke er umuligt at udtale sig kritisk på en saglig måde! 😊",[ 7.8438563 -4.272211  -5.005449 ],[9.9999189e-01 5.4708535e-06 2.6279322e-06]
83,negative,negative,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand [LINK] [LINK],[ 3.0614958  -4.564439   -0.14352785],[9.6057266e-01 4.6841300e-04 3.8958855e-02]
84,neutral,neutral,TRUE,"[LINK] - En bilist havde taget sin nummerplade af og lagt den ind i bilen sammen med amfetamin og anabolske steroider.
#nyheder til #slagelse [LINK]",[ 0.01431364  2.2778194  -3.8665578 ],[0.09400814 0.9040522  0.00193965]
85,positive,neutral,MISS,"Vietnam er fyldt med små skatte som smuk natur, templer og magiske stunde tidligt op morgenen når du bevæger dig ned på det lokale marked👣✈️☀️ #myanmar#burma#vietnam#philippines#filippinerne#thailand#gapyear#travel#destinations#culture#bagan#yagoon#s… [LINK] [LINK]",[-1.1743159 -4.6207027  3.6540568],[7.9340357e-03 2.5278283e-04 9.9181318e-01]
86,neutral,neutral,TRUE,"@USER Er det ikke lige lovlig tidligt, her 8 mdr før forhandlingerne overhovedet begynder, at “være klar til konflikt”?",[-4.914731   5.859009  -3.9091947],[2.0940657e-05 9.9992180e-01 5.7238612e-05]
87,neutral,neutral,TRUE,Regeringen har nu skåret 6.452.096.227 DKK på uddannelse siden 2015. Det svarer til 9 millioner kroner om dagen! Følg nedskæringerne live på [LINK] #dkpol #uddpol #fv19 #Stop2pctNU,[-4.2965813  5.33051   -3.6349263],[6.5905733e-05 9.9980634e-01 1.2772506e-04]
88,positive,positive,TRUE,".@USER
.@USER
.@USER
.@USER
Anders Thomsen gav det polske publikum fuld valuta for pengene i årets SEC-kvalrunde 2 i Poznan. Een efter een fightede han sig helt op til det afgørende race-off og vandt det. Er videre til SEC-CH
copyright: sportxpress [LINK]",[-5.4409275 -4.4247518  6.861262 ],[4.5417150e-06 1.2546979e-05 9.9998295e-01]
89,negative,negative,TRUE,"@USER Hvis du har 5 DBs på banen, skal dine LBs stadig gøre rigtigt meget i kastespillet, da NFL-angrebene strækker på alle leder og kanter, og TEs og RBs er super atletiske. Nickel har været det nye base i flere år, og dårlige LBs i opdækningen har kostet dyrt de sidste par år",[ 8.262052  -4.5141935 -5.317866 ],[9.9999583e-01 2.8271279e-06 1.2656534e-06]
90,positive,positive,TRUE,"Først lukker de DRK, men ok, jeg r jo ik kultur/historieinteresseret. 
De kom efter P6Beat, jeg protesterede ik, for jeg ejer ik rytmesans.
Så gik de efter #24syv jeg protesterede ik, jeg lytter lydbog. 
Når de kommer efter mig, r der ik flere tilbage t at fortælle nyheden
#dkpol [LINK]",[-5.2400713 -4.6768775  6.9619336],[5.020308e-06 8.817035e-06 9.999862e-01]
91,negative,positive,MISS,"@USER Løbehjulene har en holdbarhed på en lille måned i gennemsnit. Så smides de til skrot. Der er er ca 400 løbehjul i København. Det giver mindst (400x12) 4800 elløbehjul til skrot om året. 
I den tid, de kører, samles de op og leveres af biler.
Det er ikke grønt i min optik. #dkpol",[ 6.108966  -3.1153715 -4.0170503],[9.9986136e-01 9.8596356e-05 4.0019037e-05]
