,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
26,positive,positive,TRUE,"RT @USER: Der findes gode mennesker
Der findes onde mennesker
Og så er der dem som mig
😂😂😂😂",[-4.527294  -4.215805   6.3181577],[1.9492176e-05 2.6615726e-05 9.9995387e-01]
27,positive,negative,MISS,"Finland tager prisen for mest fucked up valgsystem i Nordeuropa. Ingen som helst sammenhæng mellem frem- og tilbagegang og mandattal. Det er helt fjollet. #vaalit19 

 [LINK]",[-6.2078805   0.69962764  2.5216975 ],[1.3920071e-04 1.3916631e-01 8.6069447e-01]
28,neutral,neutral,TRUE,"Har du booket sommerferien? Super! Næste trin er at opkvalificere dig inden det bliver alt for varmt. Læs mere om tilbud på Leading SAFe (SA), Product Owner og Scrum Master kurser: [LINK] #agile #training #summer [LINK]",[-5.158056   6.2048683 -4.0201583],[1.1617797e-05 9.9995220e-01 3.6249865e-05]
29,neutral,negative,MISS,Denne her perspektivering på lønudviklingen i #pldk bliver du næppe overrasket over. Men du bliver bestemt heller ikke dummere af at læse den [LINK],[-4.5897293  4.69333   -2.4917722],[9.2907183e-05 9.9914992e-01 7.5714756e-04]
30,neutral,negative,MISS,Lyt med på vores podcast #AOFoplyser hvor vi præsenterer alle spidskandidater til #ep2019dk ITunes: [LINK] SoundCloud: [LINK] #dkpol [LINK],[-4.2343473   1.4373356   0.88049406],[0.00218342 0.6343334  0.36348322]
31,positive,positive,TRUE,Eriksen om sejrsmål: Det var ren lettelse [LINK] #pldk,[-4.4841123 -4.143665   6.2479277],[2.1832893e-05 3.0687828e-05 9.9994743e-01]
32,positive,negative,MISS,"Anmeldelse: Carl Holst knockoutet af politik, pressen, politiet og pøbelen (Dette er en plus-artikel) [LINK]",[-5.342336  -3.1647286  5.9029984],[1.3066445e-05 1.1531357e-04 9.9987161e-01]
33,positive,positive,TRUE,"Ungdommens (og mange andres) ønske til et nyt folketing: bevar adgangen til natur, så alle børn og unge kan komme ud og få oplevelser, der styrker dem [LINK] 
#friluftslivforalle #dkgreen #dkpol #fv19 Tak til @USER for at give ungdommens ønske videre",[-4.532212 -4.206387  6.317458],[1.9410105e-05 2.6886348e-05 9.9995375e-01]
34,neutral,neutral,TRUE,Lørdagens transferrygter: United genoptager jagten på Juventus-spiller [LINK] #pldk,[-5.1148987  5.7868705 -3.5126176],[1.8423574e-05 9.9989009e-01 9.1460992e-05]
35,neutral,positive,MISS,Guardiola: Medierne vil have Liverpool til at vinde mesterskabet [LINK] #pldk,[-4.9081388  5.351294  -3.100479 ],[3.5016848e-05 9.9975151e-01 2.1346852e-04]
36,positive,positive,TRUE,"🤔 TÆNK DIG GRUNDIGT OM, FØR DU SKAL STEMME 🤔

💚🙏❤️

PS: Jeg kan ikke finde Mette på nogen af billederne. Hvordan kan det være? Hvilken ‘blok’ er hun og S en del af?

#dkpol
#dkmedier
#alternativet
#dereretalternativ 
#grøntvalg 
#tidtilforandring
#derforuffe [LINK]",[-4.828793  -3.951807   6.3016086],[1.4659066e-05 3.5235164e-05 9.9995005e-01]
37,positive,positive,TRUE,"@USER Ja, han løber de unge gutter op 😉",[-6.1135774  0.7267708  2.4491665],[1.6210512e-04 1.5153828e-01 8.4829968e-01]
38,negative,negative,TRUE,"@USER Hvis man som stat mener, at en som Rasmus Paludan skal beskyttes for hans tydelig provokation af den muslimske minoritet, jamen så er det klart at minoriteten reagere som de gør. De er ikke de skyldige i denne sag.",[ 3.4741416  -0.45163062 -4.5055246 ],[9.8032558e-01 1.9338783e-02 3.3561810e-04]
39,neutral,neutral,TRUE,@USER Og det er blandt andet derfor det er en skøn artikel 😉,[-5.170567   6.2115436 -4.02676  ],[1.1397029e-05 9.9995279e-01 3.5771776e-05]
40,positive,positive,TRUE,Trump vil erklære nødretstilstand for at få grænsemur: Vi har en invasion af narko og en invasion af mennesker [LINK] [LINK],[-6.3230834  1.0527812  2.2278268],[1.4772294e-04 2.3590933e-01 7.6394296e-01]
41,neutral,negative,MISS,"@USER Stå til højre, gå til venstre.",[-4.8360057  5.7431264 -3.625234 ],[2.5438600e-05 9.9988925e-01 8.5373802e-05]
42,negative,negative,TRUE,"Kan vi ikke udvise empati og respekt for mennesket, er vi et fattigt folk. [LINK]",[ 6.6227875 -3.6883326 -4.0694895],[9.9994397e-01 3.3259301e-05 2.2718456e-05]
43,neutral,neutral,TRUE,Som 15-årig tilsluttede hun sig IS: Nu er hun gravid og vil hjem [LINK] [LINK],[-5.4025655  5.952425  -3.556082 ],[1.1709900e-05 9.9991405e-01 7.4211399e-05]
44,positive,positive,TRUE,@USER @USER @USER @USER Populaert eller ej...farligt naar politikere lukker medier de ikke kan lide..saa er vi paa vej mod bogbraendinger...DF handler som vanligt helt uden moralsk kompas. #dkpol,[-4.6512365 -3.76281    6.056649 ],[2.2366137e-05 5.4378826e-05 9.9992323e-01]
45,positive,neutral,MISS,@USER Han er født og opvokset i England. Faderen er skotte.,[-5.2194223 -3.352468   6.0148563],[1.3212102e-05 8.5463296e-05 9.9990129e-01]
46,negative,negative,TRUE,"@USER kan i ikke droppe den forespørgsel efter lokation når man går ind på jeres side? Det crasher min Firefox på android.
Lav i stedet en knap, for dem der ikke ved hvor de er.",[ 8.393693  -4.8922853 -4.9684486],[9.9999678e-01 1.6981323e-06 1.5735995e-06]
47,negative,negative,TRUE,Advarsel: Flere bilister fik falske p-bøder i midtbyen [LINK],[ 8.494431  -5.0263643 -4.9579153],[9.9999726e-01 1.3427409e-06 1.4378687e-06]
48,neutral,neutral,TRUE,"Mange vil have #sundhedsreform til at handle om struktur. Husk nu - det handler om patienterne. Om nærheden i behandlingen og om, at færre i fremtiden skal ende imellem to stole, når de går fra en myndighed til en anden. Det SKAL vi kunne løse #dkpol #sundpol",[-5.171023   6.2034245 -4.0079727],[1.1484698e-05 9.9995184e-01 3.6747319e-05]
49,negative,negative,TRUE,"@USER Aha ;) - den er helt sikkert 👎
Jeg har skrevet om det her i årevis.

Det er på høje tid, at vi får det stoppet.

[LINK]",[ 8.201375  -4.6411123 -4.9792376],[9.9999547e-01 2.6459195e-06 1.8868212e-06]
50,positive,negative,MISS,"Så er der sat punktum for en stærk dansk lobbyindsats i EU. Danmark kan påvirke rigtig meget, især når vi er mange, der arbejder sammen! #dkpol #dkbiz #eupoldk [LINK]",[-5.737149  -1.0383612  4.0974016],[5.3252304e-05 5.8478494e-03 9.9409890e-01]
51,negative,negative,TRUE,"Aboubakar Keita er i øvrigt begyndt at spille nede i Belgien. Godt 300 minutter siden slut-marts. Men mon ikke det er too little, too late for Ståle.",[ 8.492418 -5.030468 -4.930398],[9.9999726e-01 1.3399357e-06 1.4809615e-06]
52,positive,positive,TRUE,"Jeg er altså ikke helt færdig med @USER. Hans konstante pres på målmand og forsvar giver en ekstra dimension. 

Allerede nu er han nummer to på vores topscorerliste (4 mål).

Han kan blive en af vores vigtigste signings længe og en frygtindgydende angriber i playoff. #vejleb [LINK]",[-4.8937016 -3.9066489  6.2975006],[1.3794330e-05 3.7014528e-05 9.9994922e-01]
53,neutral,neutral,TRUE,@USER @USER Er så bra at de sender dette 🤩 Og det ikke mange vet er at norske Quick Style har laget koreografien til Save me og Blood sweat and tears! 🤩,[-5.091865   6.1566873 -4.000519 ],[1.30254675e-05 9.99948263e-01 3.87935179e-05]
54,negative,negative,TRUE,"@USER @USER Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 7.2677484 -3.990994  -4.489016 ],[9.9997926e-01 1.2893812e-05 7.8359753e-06]
55,neutral,neutral,TRUE,"@USER @USER Skandaløst ringe dommerpræstation over hele linjen. Hvis TVW og Okore er offside, så hedder jeg Henning, og hvis Arajuuri ikke laver hands, er der lang vej hjem, som Wafande ville sige det...",[ 1.2437139  1.5278066 -4.5278053],[0.42887697 0.56978714 0.00133596]
56,negative,negative,TRUE,"DF frygter at S skifter side i udlændingedebatten...
Det kan jeg også frygte - men det kommer helt an på hvilke områder der skiftes - paradigmeskiftet er sygt - lige nu får Radikale det uanset hvem der bli'r statsminister. 
[LINK]
#dkpol #dkmedier",[ 8.44588   -5.148946  -4.8093452],[9.9999702e-01 1.2469266e-06 1.7511670e-06]
57,neutral,negative,MISS,"Hay Mamita! Con todo respeto pero estás repitiendo lo mismo y lo mismo como LORO lo de tu campaña y sabes que no es verdad. Llegas con las manos sucias.

Esperemos que devuelvas la legitimidad a la Capital y la saques del Letargo que trae. Empiezas mal. [LINK]",[-4.6476045  5.858697  -3.9139755],[2.7361153e-05 9.9991560e-01 5.6983030e-05]
58,positive,positive,TRUE,"Det skal være lettere for syge borgere at få et fastholdelsesfleksjob på deres nuværende arbejdsplads. Del denne video fra VærdigReform og hjælp os med at råbe politikerne op.
#værdigreform #dkpol #sundpol #arbejdsforhold [LINK]",[-4.719296  -4.0958753  6.3417263],[1.5712298e-05 2.9308116e-05 9.9995494e-01]
59,neutral,neutral,TRUE,"Nikolaj Øris blev far i nat, erfarer TV 2 SPORT. DHF's sportschef bekræfter, at højrebacken er tilbage i lejren og spiller i aften mod Saudi-Arabien #hndbld #vmtv2 [LINK]",[-5.931413    3.3102226  -0.31925285],[9.4405143e-05 9.7406358e-01 2.5841998e-02]
60,negative,negative,TRUE,"@USER @USER Man kan jo tage den “set ovenfra” med fokus på, hvor stor en rolle diverse eksperter rent faktisk har på tonen og måden hvorpå fodbolddanmark opfører sig. Vil man have et bodegabøvet Stig Tøfting-fodbolddanmark?",[ 8.181194  -4.7986956 -4.8189425],[9.9999547e-01 2.3062346e-06 2.2600086e-06]
61,positive,positive,TRUE,@USER Mon ikke han sagde tredjeland og ikke tredjeRANGSland? USA er i øvrigt også et tredjeland i EU-jargon.,[-5.1065054 -3.6554863  6.1974993],[1.2322674e-05 5.2586543e-05 9.9993503e-01]
62,neutral,negative,MISS,"@USER du er så ærlig som du er og fordi du tør stå frem og vise hvem du er. Jeg ved ikke om det er dumt at sige det her, men jeg fandt dig på twitter efter at jeg havde set indslaget på TV2, fordi jeg synes hende der sad der på skærmen var skide sej og nu ved jeg at hun ER skide sej!",[-4.1495185  5.4574833 -3.8021648],[6.7245215e-05 9.9983752e-01 9.5173338e-05]
63,negative,negative,TRUE,"Foreningen Far har bedt #civilstyrelsen direktør undersøge, hvorfor Foreningen Far ikke anerkendes som retshjælpsinstitution, mens Danner, Mødrehjælpen og Dansk Kvindesamfund gør. Det er lige lovlig absurd! #dkpol #dkmedier #dkpolitik @USER #Danmark [LINK]",[ 8.328214  -4.9769983 -4.8029213],[9.9999630e-01 1.6657824e-06 1.9825261e-06]
64,neutral,negative,MISS,@USER Der røg den fredag aften :-) tak,[-6.1821666  3.9297707 -0.9035085],[4.0269882e-05 9.9206251e-01 7.8971898e-03]
65,neutral,neutral,TRUE,"Kommentar: Det er vel ikke en naturlov, at Tyskland og Frankrig skal ligge i struben på hinanden [LINK] [LINK]",[-4.6921964  6.0711575 -4.1747875],[2.1159743e-05 9.9994326e-01 3.5499150e-05]
66,neutral,negative,MISS,"@USER @USER Men de ting forsvinder jo heller ikke Patrick, det gør de ikke. Nu ved jeg ikke hvor du kommer fra i landet, eller hvem du kender, men sandheden er at den slags ikke forsvinder. Mit bud er at du har set det hele fra en side og det er jo aldrig godt. Nu kan du se Paludan...",[-4.9054327  5.158658  -2.8786137],[4.256593e-05 9.996344e-01 3.230714e-04]
67,negative,negative,TRUE,"Ved dårligt hva man efterhånden ska sige!?

Igen, igen... igen... slås det fast at vores regering er ude i BEVIDST manipulation for at ramme udlændinge!... &amp; surprise... S støtter dem sgu!?

Ideologi ind.
Fakta ud.

Nu må det faneme være nok!

#dkpol
[LINK]",[ 8.309838  -4.834029  -4.8977947],[9.9999630e-01 1.9574436e-06 1.8365225e-06]
68,neutral,neutral,TRUE,"""... jeg synes, der er en tendens til, at mode bliver hysterick og grinagtigt. Hvis noget tøj er fedt of lækkert, så er det fedt og lækkert meget længere tid end en sæson og jeg har meget svært ved at tage det seriøst, når det bliver dikterende."" [LINK]",[-5.1682296  6.210773  -4.011736 ],[1.1432500e-05 9.9995220e-01 3.6341244e-05]
69,negative,positive,MISS,"@USER De sidste 30 år har forskere i politik forsøgt at komme op med bedre, men synes ikke det er lykkedes. Hvis man skal stille et mere interessant spørgsmål er det om en overgang var ved at opstå en ny kløft imellem land og by.",[ 8.194457  -5.071945  -4.5855856],[9.9999535e-01 1.7317002e-06 2.8164104e-06]
70,positive,positive,TRUE,"@USER @USER Nej, det er det svar, jeg mener man skal insistere på at få - og dernæst om man mener det er i orden at gøre brug af den slags oplysninger, selvom man ikke aktivt har gjort noget (ulovligt) for at fremskaffe dem.",[-5.2388124 -3.1784887  5.867712 ],[1.5012051e-05 1.1782224e-04 9.9986720e-01]
71,negative,negative,TRUE,"@USER @USER Nok har han været bænkspiller, men det er trods alt under et år siden han blev udtaget til VM. Og ville blive overrasket hvis han ikke spiller fra start i pokalen. Selvom det selvfølgelig ville være smukt at stoppe med et mesterskab",[ 8.350978  -4.898638  -4.8956566],[9.9999642e-01 1.7610167e-06 1.7662744e-06]
72,neutral,neutral,TRUE,"Patienterne venter - kan det være anderledes? Ja! På #patient19 deler @USER erfaringer fra #sikkertopflow. Målet er bedre #patientsikkerhed, reduktion af aflysninger og bedre OPflow. Læs blog om #sikkertflow af @USER ➤ [LINK]",[-5.2533245  6.1802073 -3.917124 ],[1.0825741e-05 9.9994791e-01 4.1187195e-05]
73,neutral,neutral,TRUE,Intet mindre end GENIALT afsnit af #hergårdetgodt Panda Special! Sammenligningen mellem @USER og pandaens parringsritualer var noget af det bedste danske satire i nyere tid! @USER I skal nok ikke regne med at kunne lave en #ikinagårdetgodt sæson 2 #freetibet,[-4.2503924  5.656392  -3.962096 ],[4.9829650e-05 9.9988365e-01 6.6480316e-05]
74,neutral,neutral,TRUE,"@USER @USER @USER Men hvor de stadig ønsker koranen over de danske regler og love... er det det vi skal bygge Danmarks fremtid på. 
Ps. Folk der er kommet her for at få asyl, skal hjem og hjælpe med genopbygningen, med den viden og erfaring de har samlet i Europa... for hvem skulle ellers ?",[-5.895609  5.10154  -2.324919],[1.6739146e-05 9.9938822e-01 5.9492729e-04]
75,negative,negative,TRUE,"@USER @USER @USER @USER @USER Han står ikke for det nu, fordi han er / var ansat til noget andet og det er nogle spillere med andre kompetencer. Ved evt BIF er der andre spillere og sikkert krav om noget andet",[ 8.129773  -4.704609  -4.8094635],[9.9999499e-01 2.6674513e-06 2.4019212e-06]
76,negative,positive,MISS,"@USER @USER ""Du er ikke vigtig""? Når du nu har sovet på det, synes du så selv at det er en ret relevant ""satire"" at rette imod folk der fortæller om sårbarhed?

Person: Mit selvværd har det nogen gange svært.
Heino: DU ER IKKE VIGTIG HA HA HA HA HA!!!",[ 8.233403 -4.768134 -4.87487 ],[9.9999571e-01 2.2568474e-06 2.0283726e-06]
77,neutral,negative,MISS,"Seneste nyt fra Danmark og Verden #nyheder: Politiet undersøger mistænkeligt forhold på Nørrebro Politiet undersøger et mistænkeligt forhold på Blågårds Plads, hvor den kontroversielle partistifter og islamkritiker Rasmus Paludan ventes at holde en demon… [LINK]",[-5.2459517  5.915086  -3.606179 ],[1.4216249e-05 9.9991250e-01 7.3270501e-05]
78,negative,negative,TRUE,"@USER @USER @USER @USER Men det ønsker konservative ikke at have skatteindtægter på.
At sætte prisen på tobak op vil bare få folk til at ryge polske Prince. De gange jeg har været i Norge har jeg jo også haft tobak med til vennerne.",[ 8.079947  -4.7818255 -4.6767073],[9.9999452e-01 2.5953789e-06 2.8830543e-06]
79,neutral,negative,MISS,"@USER @USER Det var ikke for at forklejne hans generelle udvikling som du+FD utvivlsomt ved mere om. Men jeg vil gerne vædde en Lyngbypølse på, at min. 90% af hans afslutninger nu er inde i feltet, måske endda +75% fra Dangerzone. Så kommer han også automatisk til at ligne en bedre afslutter",[-5.1429944  6.175837  -4.0039654],[1.2141497e-05 9.9994993e-01 3.7926820e-05]
80,positive,negative,MISS,"@USER Ja , hun kan det hele ! Det er en fornøjelse at lytte til hende !Jeg elsker musikkens verden. Der færdes Jeg med sikkerhed ! ✨🎵❤🌹",[-4.724054  -1.2708809  3.8136885],[1.9468850e-04 6.1522550e-03 9.9365306e-01]
81,neutral,neutral,TRUE,"@USER @USER @USER @USER Virkelig? Gå lige ind i din nærmeste kirke, tag et billede af Jesus-figur og læg det op her. Så skal vi se om det ikke er en hvid person.",[-5.885113   4.2892246 -1.4240421],[3.8009599e-05 9.9667114e-01 3.2908767e-03]
82,negative,neutral,MISS,"@USER @USER ... Ja - Der er en grund til at man fx fra elitedommer gruppen anbefaler dommerne ikke at udtale sig i 24 timer efter kampen...

Som jeg har skrevet har jeg forståelse for at pulsen er høj, men historien viser at det ikke er umuligt at udtale sig kritisk på en saglig måde! 😊",[ 8.054749  -4.8093762 -4.6325293],[9.9999428e-01 2.5892818e-06 3.0901729e-06]
83,positive,negative,MISS,Stormen Pabuk dræber to ældre og en fisker i Thailand [LINK] [LINK],[-4.9057136 -3.6176715  6.072724 ],[1.7064396e-05 6.1870051e-05 9.9992108e-01]
84,neutral,neutral,TRUE,"[LINK] - En bilist havde taget sin nummerplade af og lagt den ind i bilen sammen med amfetamin og anabolske steroider.
#nyheder til #slagelse [LINK]",[-1.4363972  3.6074038 -4.1610966],[6.4051724e-03 9.9317485e-01 4.1996091e-04]
85,positive,neutral,MISS,"Vietnam er fyldt med små skatte som smuk natur, templer og magiske stunde tidligt op morgenen når du bevæger dig ned på det lokale marked👣✈️☀️ #myanmar#burma#vietnam#philippines#filippinerne#thailand#gapyear#travel#destinations#culture#bagan#yagoon#s… [LINK] [LINK]",[-4.9027195 -3.811452   6.239363 ],[1.44887235e-05 4.31480548e-05 9.99942303e-01]
86,neutral,neutral,TRUE,"@USER Er det ikke lige lovlig tidligt, her 8 mdr før forhandlingerne overhovedet begynder, at “være klar til konflikt”?",[-5.3579288  5.9974966 -3.6362703],[1.1704912e-05 9.9992287e-01 6.5474866e-05]
87,neutral,neutral,TRUE,Regeringen har nu skåret 6.452.096.227 DKK på uddannelse siden 2015. Det svarer til 9 millioner kroner om dagen! Følg nedskæringerne live på [LINK] #dkpol #uddpol #fv19 #Stop2pctNU,[-5.119023   6.1397653 -3.9445324],[1.2892785e-05 9.9994540e-01 4.1727435e-05]
88,positive,positive,TRUE,".@USER
.@USER
.@USER
.@USER
Anders Thomsen gav det polske publikum fuld valuta for pengene i årets SEC-kvalrunde 2 i Poznan. Een efter een fightede han sig helt op til det afgørende race-off og vandt det. Er videre til SEC-CH
copyright: sportxpress [LINK]",[-4.886423  -3.9329436  6.309906 ],[1.3723807e-05 3.5609479e-05 9.9995065e-01]
89,negative,negative,TRUE,"@USER Hvis du har 5 DBs på banen, skal dine LBs stadig gøre rigtigt meget i kastespillet, da NFL-angrebene strækker på alle leder og kanter, og TEs og RBs er super atletiske. Nickel har været det nye base i flere år, og dårlige LBs i opdækningen har kostet dyrt de sidste par år",[ 8.405553 -5.034743 -4.874654],[9.9999690e-01 1.4552988e-06 1.7079619e-06]
90,positive,positive,TRUE,"Først lukker de DRK, men ok, jeg r jo ik kultur/historieinteresseret. 
De kom efter P6Beat, jeg protesterede ik, for jeg ejer ik rytmesans.
Så gik de efter #24syv jeg protesterede ik, jeg lytter lydbog. 
Når de kommer efter mig, r der ik flere tilbage t at fortælle nyheden
#dkpol [LINK]",[-4.6674695 -4.0460796  6.301445 ],[1.7228194e-05 3.2070500e-05 9.9995065e-01]
