,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.9147915  3.520173  -2.129727 ],[0.00432729 0.9921823  0.00349037]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-0.8391983  3.1996546 -2.9260426],[0.01727556 0.9805809  0.00214352]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 7.450119  -4.2206473 -3.497512 ],[9.999738e-01 8.539629e-06 1.759920e-05]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-0.85649264  2.5249176  -2.2038403 ],[0.03260287 0.95892274 0.00847442]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-4.052966  -1.0985855  5.4202833],[7.6762029e-05 1.4730504e-03 9.9845016e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.868264  -2.1884348 -3.9677348],[9.9962962e-01 3.1685407e-04 5.3471114e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.295961   4.1731706 -2.4127724],[0.00154604 0.9970784  0.00137559]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.6228936  2.5948262 -0.4084628],[0.00513692 0.94782835 0.04703464]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-4.248785   -0.55829996  4.927454  ],[1.0303118e-04 4.1278698e-03 9.9576914e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-1.723041   2.3471856 -0.9429193],[0.01619382 0.94847554 0.03533066]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 7.524879  -3.9402566 -3.966647 ],[9.9997926e-01 1.0489285e-05 1.0216093e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.4557499  3.5549407 -2.7341104],[0.00660996 0.99154913 0.00184083]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 7.521015  -3.9408028 -3.895917 ],[9.99978542e-01 1.05241370e-05 1.10072815e-05]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 6.785866  -3.0287132 -3.9755533],[9.9992418e-01 5.4644894e-05 2.1200301e-05]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 4.177209   -0.23763989 -4.409891  ],[9.8786616e-01 1.1949608e-02 1.8423323e-04]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 3.419949    0.15176983 -3.8815722 ],[9.6269536e-01 3.6655296e-02 6.4934941e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 6.328192  -2.3270752 -4.1821423],[9.9979860e-01 1.7417167e-04 2.7247863e-05]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 3.1829467  0.5806556 -4.2632713],[9.3050325e-01 6.8953648e-02 5.4308336e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.9479055 -2.1980886 -4.0589128],[9.9966514e-01 2.8979723e-04 4.5076311e-05]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 3.887336  -1.2817756 -2.6613324],[0.9929287  0.00564939 0.00142189]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 3.2365115   0.14793213 -3.6637712 ],[0.9554984  0.04353885 0.00096266]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 7.3240366 -4.024213  -3.4725857],[9.9996769e-01 1.1789729e-05 2.0467862e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.0227065 -0.6524526 -3.4874446],[9.902249e-01 9.232899e-03 5.421466e-04]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-2.2493389  3.07772   -1.4483925],[0.00478333 0.9845611  0.01065558]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-2.0544958  3.4767466 -2.1151419],[0.00393084 0.99236953 0.00369954]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-1.9469328  3.4155662 -1.9774283],[0.00464625 0.99084705 0.0045067 ]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.3355699 -3.49687    7.4026136],[2.1699441e-05 1.8467024e-05 9.9995983e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-2.674272    2.6783636  -0.65837806],[0.00455225 0.96127194 0.03417573]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-1.5000308  3.3573272 -2.3663576],[0.00768614 0.98908186 0.00323197]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 6.5205913 -3.6330967 -2.817322 ],[9.9987304e-01 3.8927275e-05 8.8011730e-05]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-0.97351146  2.5840423  -2.1934822 ],[0.02749328 0.96438974 0.00811708]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-2.2062821   2.4715736  -0.60114276],[0.00880919 0.94733375 0.04385704]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 7.4141974 -3.931856  -3.8402371],[9.9997520e-01 1.1815741e-05 1.2949423e-05]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 7.230988  -4.327775  -3.0377846],[9.999558e-01 9.551545e-06 3.469842e-05]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 5.361031  -1.9438338 -3.7083054],[9.9921322e-01 6.7173142e-04 1.1505239e-04]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[-1.4648551  4.1437163 -3.4072416],[3.6509985e-03 9.9582565e-01 5.2341248e-04]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 6.5663753 -2.793694  -3.9452283],[9.9988675e-01 8.6084387e-05 2.7215701e-05]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 7.1469636 -3.4382086 -3.929967 ],[9.9995923e-01 2.5287171e-05 1.5464371e-05]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 7.3237977 -3.71136   -4.0125394],[9.9997199e-01 1.6124251e-05 1.1931064e-05]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 7.1340747 -3.9699664 -3.4336045],[9.9995923e-01 1.5050762e-05 2.5733416e-05]
51,positive,positive,TRUE,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[-2.723987  -2.1922207  5.204882 ],[3.5984325e-04 6.1243016e-04 9.9902773e-01]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 6.737498  -2.9128106 -4.1109705],[9.9991620e-01 6.4400287e-05 1.9432715e-05]
53,neutral,neutral,TRUE,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-2.0681212  3.2310867 -1.8213682],[0.0049393  0.988739   0.00632162]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 7.5615764 -4.3922706 -3.48754  ],[9.9997771e-01 6.4342894e-06 1.5900843e-05]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 7.6269445 -4.012705  -4.0139236],[9.9998236e-01 8.8096131e-06 8.7988828e-06]
56,negative,negative,TRUE,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 1.4216067  1.1479304 -3.1545792],[0.56469345 0.42949358 0.005813  ]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 7.4278574 -4.316509  -3.3915193],[9.9997199e-01 7.9336796e-06 2.0007468e-05]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-0.37947658  2.2644296  -2.5507073 ],[0.0658671 0.9266216 0.0075113]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.21607     0.09420216  2.8734565 ],[0.00212945 0.05833109 0.9395394 ]
60,positive,positive,TRUE,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[-2.5486655 -2.9360363  6.065826 ],[1.8140182e-04 1.2314266e-04 9.9969554e-01]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[-2.795341   3.4228    -1.3541782],[0.00197241 0.989693   0.00833461]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-3.455715  -3.5580876  7.7750587],[1.32594623e-05 1.19692295e-05 9.99974728e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-3.6397023 -3.190318   7.396186 ],[1.6112263e-05 2.5253514e-05 9.9995863e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-3.2652361 -0.8779315  4.3256125],[5.0203881e-04 5.4642507e-03 9.9403375e-01]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[ 1.1701792 -4.422283   3.7864013],[6.8084404e-02 2.5367158e-04 9.3166196e-01]
66,negative,negative,TRUE,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 3.8738954 -1.3094246 -2.4978757],[0.9927347  0.0055686  0.00169671]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[-1.8876442  2.6480336 -1.140744 ],[0.01037375 0.967733   0.02189326]
68,neutral,neutral,TRUE,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-1.593647   3.7397113 -2.9328673],[0.00479859 0.99394387 0.00125747]
69,neutral,positive,MISS,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-2.1982033   2.1943405  -0.44086123],[0.01140995 0.9224464  0.06614356]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-3.6975667 -1.084468   4.775889 ],[2.0830445e-04 2.8415339e-03 9.9695021e-01]
71,negative,neutral,MISS,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[ 6.1983337 -2.857551  -3.5658371],[9.9982589e-01 1.1668186e-04 5.7464411e-05]
72,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-2.1130483  3.8553956 -2.4727433],[0.00254716 0.99567515 0.00177763]
73,neutral,neutral,TRUE,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-0.4444552  2.7277825 -2.9735599],[0.04009535 0.9567079  0.00319682]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[ 0.22180794  1.4895916  -2.1120293 ],[0.21505873 0.76409703 0.02084416]
75,positive,negative,MISS,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[-1.7273828 -3.509931   5.6755314],[6.0904049e-04 1.0244600e-04 9.9928844e-01]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 7.173793  -3.5912764 -3.900987 ],[9.9996340e-01 2.1123897e-05 1.5497742e-05]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[-2.8934605   2.0891414   0.33386347],[0.00581174 0.8476621  0.14652619]
78,negative,neutral,MISS,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 4.149671   -0.57791734 -3.7754211 ],[9.9087465e-01 8.7670404e-03 3.5825715e-04]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 4.897531  -0.7121694 -4.457851 ],[9.9626535e-01 3.6484902e-03 8.6175591e-05]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 7.0175667 -3.1290374 -4.123403 ],[9.9994624e-01 3.9206883e-05 1.4504900e-05]
81,negative,negative,TRUE,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 6.4390216 -2.9706798 -3.7274032],[9.9987972e-01 8.1915561e-05 3.8434886e-05]
82,negative,negative,TRUE,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 6.307161  -2.2105231 -4.3299775],[9.9977618e-01 1.9985712e-04 2.4002269e-05]
83,neutral,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 0.15195267  1.4314902  -1.9968047 ],[0.21224186 0.76300454 0.02475355]
84,negative,neutral,MISS,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[ 3.8197074 -1.3759705 -2.813625 ],[0.99319047 0.00550273 0.00130681]
85,negative,negative,TRUE,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 6.5481424 -3.1044598 -3.707811 ],[9.9990058e-01 6.4251748e-05 3.5144123e-05]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-1.0028101  3.5448964 -3.1981254],[0.01046825 0.9883663  0.00116536]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 5.835384  -2.5337012 -3.3656585],[9.99667168e-01 2.31850398e-04 1.00900565e-04]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-1.7846067  3.8346167 -2.827523 ],[0.00360975 0.99511814 0.00127217]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[ 0.6544381  2.2281895 -3.4547765],[0.17119962 0.8259892  0.00281121]
90,positive,neutral,MISS,"Nej, det gør der ikke. Se evt. her: :)",[-2.2317188   0.29891816  1.6879975 ],[0.01563779 0.1964342  0.78792804]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 6.959244 -3.311614 -3.897748],[9.9994612e-01 3.4625791e-05 1.9268371e-05]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-2.8047013  4.355409  -2.176725 ],[7.7523768e-04 9.9777204e-01 1.4526518e-03]
93,neutral,positive,MISS,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-2.7656174  3.1561437 -1.1058236],[0.00263625 0.98350173 0.01386201]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-3.5361087 -3.8636885  8.17048  ],[8.2392353e-06 5.9377376e-06 9.9998581e-01]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 0.96431166  1.9086187  -3.3123827 ],[0.27894628 0.71717954 0.00387414]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 7.2000847 -3.8818607 -3.5463736],[9.9996305e-01 1.5387081e-05 2.1520707e-05]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-4.253306    0.20386598  4.113152  ],[2.2791397e-04 1.9656045e-02 9.8011601e-01]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[ 0.05629543  2.7446866  -3.3817172 ],[0.06353191 0.93442696 0.00204118]
99,positive,positive,TRUE,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-3.8788188  1.5022924  2.1082056],[0.00162208 0.35241944 0.6459585 ]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-2.7564723 -3.6263425  6.8062234],[7.0296031e-05 2.9454452e-05 9.9990022e-01]
101,negative,neutral,MISS,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 4.0284867  -0.05339558 -4.222142  ],[9.8315203e-01 1.6591346e-02 2.5669526e-04]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-2.9504378 -2.7816603  6.7426443],[6.170062e-05 7.304469e-05 9.998653e-01]
103,neutral,neutral,TRUE,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[-1.3595625  2.9161925 -2.3719504],[0.01364298 0.9813998  0.00495718]
104,neutral,neutral,TRUE,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-2.4854198  3.4925332 -1.6602814],[0.00251311 0.9917515  0.0057354 ]
105,neutral,negative,MISS,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[-0.13066517  2.9461076  -3.5000117 ],[0.04400885 0.9544768  0.00151444]
106,positive,neutral,MISS,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[-1.1309887  -0.43690938  1.3680984 ],[0.06590549 0.13193391 0.80216056]
107,neutral,neutral,TRUE,RT @USER: Er du fra Syd- og Sønderjylland og tæt på #NotreDame lige nu? Så vil gerne tale med dig,[-3.350999   3.5125628 -0.7919753],[0.00103019 0.9856564  0.01331338]
