,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.9374616  6.4039545 -3.3401084],[3.2265652e-05 9.9990904e-01 5.8636491e-05]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.6464229 -2.8662431 -1.0245026],[0.97135645 0.00391975 0.02472384]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.903463  -3.6964645 -3.3160372],[9.9954671e-01 1.8403561e-04 2.6922775e-04]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 2.1760373  -2.4009745  -0.77612245],[0.9411655  0.00968044 0.04915404]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.8333803   0.66672564  0.9112122 ],[0.03479221 0.42390093 0.54130685]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.489784  -5.1732926 -4.3714705],[9.9997222e-01 8.6055416e-06 1.9186924e-05]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.9427533   0.05947756  3.9791718 ],[1.3081740e-04 1.9458372e-02 9.8041087e-01]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-4.170382   5.9431157 -2.6407793],[4.0519575e-05 9.9977249e-01 1.8705231e-04]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-4.432914  -1.5364124  5.2305284],[6.3488194e-05 1.1498146e-03 9.9878675e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.7971702  6.116725  -3.1409404],[4.9475180e-05 9.9985516e-01 9.5363896e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.610655  -5.2304482 -4.517411 ],[9.9997818e-01 7.2021967e-06 1.4693756e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.4712303  5.8466926 -3.1501434],[8.9781097e-05 9.9978644e-01 1.2377449e-04]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-3.3709624  5.9644313 -3.4052222],[8.8229666e-05 9.9982661e-01 8.5258129e-05]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-1.1885608  3.2679396 -2.7062352],[0.01144105 0.9860509  0.00250812]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 6.1015353 -4.326031  -4.6874185],[9.9994981e-01 2.9603536e-05 2.0625055e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 6.112914  -4.6176486 -4.338059 ],[9.9994922e-01 2.1865229e-05 2.8918637e-05]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 2.5751765  -4.452628    0.02050646],[9.2712361e-01 8.2224456e-04 7.2054066e-02]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.21254568  2.9909842  -3.8357072 ],[0.03899247 0.95996654 0.00104103]
29,neutral,neutral,TRUE,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[-0.73387337  3.1692908  -3.2502449 ],[0.01974733 0.97865796 0.00159464]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 5.1332107 -4.706928  -2.8297484],[9.9959880e-01 5.3248565e-05 3.4798172e-04]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-3.4640243  6.0276685 -3.3743038],[7.5464326e-05 9.9984193e-01 8.2548067e-05]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 6.5034823 -5.1428576 -4.422632 ],[9.9997330e-01 8.7507942e-06 1.7981956e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 6.117493  -4.5476947 -4.4262915],[9.9995029e-01 2.3342436e-05 2.6355470e-05]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-5.445262    3.790222    0.55032045],[9.3832612e-05 9.6221823e-01 3.7687924e-02]
35,positive,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-2.2252145 -2.6483347  4.22395  ],[0.00157771 0.0010334  0.9973889 ]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-4.9849515  4.8994355 -0.9140917],[5.0809849e-05 9.9697125e-01 2.9778301e-03]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-4.250933  -2.0531917  5.5854826],[5.3440006e-05 4.8120893e-04 9.9946541e-01]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-4.7711987  1.6513319  2.2516272],[5.7520455e-04 3.5407233e-01 6.4535242e-01]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-3.8740883  5.3861823 -2.2509935],[9.5074647e-05 9.9942303e-01 4.8191022e-04]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 6.206757  -4.8314815 -4.2588377],[9.9995542e-01 1.6074391e-05 2.8499049e-05]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-2.936732   5.2844906 -3.0408404],[2.6874864e-04 9.9948895e-01 2.4217695e-04]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-4.303436   5.932202  -2.5058014],[3.5859928e-05 9.9974769e-01 2.1642729e-04]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 5.3735948 -3.6615882 -4.2035184],[9.9981171e-01 1.1912094e-04 6.9283655e-05]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 6.3513966 -5.120357  -4.1881657],[9.99963164e-01 1.04199235e-05 2.64673417e-05]
45,neutral,negative,MISS,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[-1.1649721  0.5397049  0.3432141],[0.09075945 0.4991415  0.4100991 ]
46,negative,neutral,MISS,"Hvad sker der med i dag, kan ikke komme ind??",[ 4.830631  -3.2560275 -3.6769245],[9.9949074e-01 3.0745933e-04 2.0183413e-04]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 6.4058347 -4.848296  -4.559663 ],[9.9996972e-01 1.2953279e-05 1.7287475e-05]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 3.9495404 -2.5406902 -3.1534238],[9.9766457e-01 1.5146533e-03 8.2074141e-04]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 6.350069  -4.980897  -4.3320136],[9.9996495e-01 1.1995236e-05 2.2951710e-05]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 6.4170113 -5.1336894 -4.279192 ],[9.9996769e-01 9.6289787e-06 2.2629967e-05]
51,negative,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 6.0711946 -4.385816  -4.539817 ],[9.9994659e-01 2.8744513e-05 2.4641837e-05]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 6.432704  -5.0335326 -4.4120092],[9.9996996e-01 1.0477650e-05 1.9506882e-05]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-2.6019146 -2.8536153  4.7298813],[6.5363722e-04 5.0818804e-04 9.9883825e-01]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 6.6115623 -5.2090993 -4.543759 ],[9.9997830e-01 7.3509336e-06 1.4298687e-05]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 6.2553883 -4.817904  -4.3554773],[9.9995983e-01 1.5520762e-05 2.4645758e-05]
56,neutral,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-3.2497182  4.8428597 -2.1963713],[3.054392e-04 9.988188e-01 8.757647e-04]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 6.440027 -5.175524 -4.27077 ],[9.9996865e-01 9.0243657e-06 2.2302125e-05]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-2.7581964  5.126845  -3.0655155],[3.7608546e-04 9.9934727e-01 2.7657932e-04]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-4.535751  -2.2335858  5.973735 ],[2.7268317e-05 2.7256837e-04 9.9970019e-01]
60,neutral,positive,MISS,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[-2.7591226  5.3837337 -3.3838704],[2.9067553e-04 9.9955374e-01 1.5562672e-04]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[-3.358861   5.902971  -3.3433235],[9.4963048e-05 9.9980861e-01 9.6450036e-05]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-4.2644773 -2.0582857  5.6106396],[5.1412218e-05 4.6687748e-04 9.9948174e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-4.5875506   0.05199258  3.7868083 ],[2.2527664e-04 2.3315478e-02 9.7645926e-01]
64,negative,positive,MISS,Enig. En true detective podcast. det er lige dig ? :),[ 2.8863592 -0.6834319 -3.7655551],[0.9713894  0.02735601 0.0012546 ]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-2.9686663 -2.95324    5.1648946],[2.9334752e-04 2.9790797e-04 9.9940872e-01]
66,negative,negative,TRUE,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 5.874967  -4.348319  -4.2075076],[9.999218e-01 3.631194e-05 4.180256e-05]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[-3.1816742  5.5995793 -3.1564486],[1.5353764e-04 9.9968910e-01 1.5746000e-04]
68,neutral,neutral,TRUE,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-1.8460726   2.0458977  -0.55748683],[0.01864454 0.91371953 0.06763592]
69,positive,positive,TRUE,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-4.113179   -0.66534317  4.133479  ],[2.599233e-04 8.169987e-03 9.915701e-01]
70,neutral,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-2.6488912  5.2756925 -3.3586376],[3.6154542e-04 9.9946076e-01 1.7779680e-04]
71,negative,neutral,MISS,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[ 5.5038342 -3.7044728 -4.3544393],[9.9984741e-01 1.0018823e-04 5.2304607e-05]
72,positive,neutral,MISS,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-2.9643385 -2.5255349  4.890498 ],[3.8748811e-04 6.0093624e-04 9.9901152e-01]
73,negative,neutral,MISS,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[ 5.42622   -4.6317058 -3.2623093],[9.997887e-01 4.283575e-05 1.684721e-04]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-3.5150595  5.646985  -2.8718107],[1.0491616e-04 9.9969554e-01 1.9961889e-04]
75,neutral,negative,MISS,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[-0.01947171  0.9066709  -1.4559025 ],[0.26577887 0.6710256  0.06319555]
76,neutral,negative,MISS,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[-0.7176086  3.0963485 -3.1983325],[0.02154562 0.9766514  0.00180299]
77,positive,neutral,MISS,Jeg lukkede den faktisk ned inden et møde 😬,[-4.03256   -0.7538571  4.0708513],[3.0000616e-04 7.9625556e-03 9.9173743e-01]
78,neutral,neutral,TRUE,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 0.79255736  1.5767803  -3.422789  ],[0.31196663 0.6834265  0.00460688]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 3.1020665  -0.75330824 -4.1499014 ],[9.7859383e-01 2.0712592e-02 6.9360598e-04]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 4.713695  -2.8477783 -4.0984297],[9.9933147e-01 5.1976065e-04 1.4881702e-04]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[-1.9798621  4.747888  -3.5545619],[1.1954956e-03 9.9855691e-01 2.4755092e-04]
82,neutral,negative,MISS,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[-0.5534068  1.5304954 -1.464658 ],[0.10595707 0.85144603 0.04259695]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 6.3453174 -5.250627  -4.0729446],[9.9996090e-01 9.2029768e-06 2.9880588e-05]
84,neutral,neutral,TRUE,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[-3.8650444  6.404953  -3.4069512],[3.4654353e-05 9.9991047e-01 5.4790518e-05]
85,neutral,negative,MISS,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[-3.4781272  5.5495234 -2.8066127],[1.2000156e-04 9.9964511e-01 2.3486697e-04]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-4.2159715  5.9179626 -2.556536 ],[3.9699084e-05 9.9975163e-01 2.0867195e-04]
87,neutral,negative,MISS,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[-0.5946498  3.1425855 -3.4280498],[0.02323389 0.97539955 0.00136644]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-5.0576057  4.8414507 -0.8157576],[5.0044771e-05 9.9647009e-01 3.4799248e-03]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[-4.0620847  6.183208  -2.9916263],[3.5519392e-05 9.9986088e-01 1.0359999e-04]
90,neutral,neutral,TRUE,"Nej, det gør der ikke. Se evt. her: :)",[-4.1500688  6.1200824 -2.8315766],[3.4646448e-05 9.9983573e-01 1.2950081e-04]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 6.0288005 -4.734426  -4.0750747],[9.9993789e-01 2.1162314e-05 4.0918130e-05]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-4.522326  5.722161 -2.091245],[3.5537345e-05 9.9956042e-01 4.0410104e-04]
93,neutral,positive,MISS,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-4.026485   4.704828  -1.4083475],[1.6106786e-04 9.9763072e-01 2.2082666e-03]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-4.349299  -2.5179536  6.0986605],[2.9001299e-05 1.8103424e-04 9.9979001e-01]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[-4.0193253  6.194748  -3.0236523],[3.6645903e-05 9.9986422e-01 9.9183810e-05]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 3.2865899  -0.80910265 -4.4325075 ],[9.8319858e-01 1.6364567e-02 4.3679730e-04]
97,negative,positive,MISS,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[ 5.482776  -4.5989795 -3.370876 ],[9.9981540e-01 4.1828182e-05 1.4283268e-04]
98,negative,neutral,MISS,Hvor er de handicappede i #sundhedsreform,[ 3.1453252 -1.2281446 -3.4476972],[0.98621535 0.01243363 0.00135101]
99,neutral,positive,MISS,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-4.2536964   2.5759854   0.95752233],[0.00090154 0.83383065 0.16526783]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-4.430652  -2.1942098  5.8591046],[3.3967419e-05 3.1793417e-04 9.9964809e-01]
101,negative,neutral,MISS,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 4.7892113 -2.647083  -4.5414295],[9.993223e-01 5.890659e-04 8.860531e-05]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-4.3166265 -2.375127   5.951459 ],[3.4714187e-05 2.4192993e-04 9.9972337e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 1.2728331   0.81832856 -3.1978233 ],[0.60745883 0.38559198 0.00694921]
104,neutral,neutral,TRUE,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-5.48447    2.8997386  1.4692428],[1.8431741e-04 8.0682981e-01 1.9298589e-01]
105,negative,negative,TRUE,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[ 6.607978  -5.126929  -4.6247573],[9.9997878e-01 8.0091304e-06 1.3233542e-05]
106,neutral,neutral,TRUE,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[-1.7254883  4.3552537 -3.4164572],[2.2803047e-03 9.9729937e-01 4.2035323e-04]
