,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.4602034  6.011008  -3.3281095],[2.0934880e-04 9.9970263e-01 8.7890890e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.675839  -2.4953444 -2.7886488],[9.99818504e-01 1.03974475e-04 7.75436492e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.496742   5.7101283 -2.9101114],[2.7264957e-04 9.9954706e-01 1.8033538e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 6.290084  -1.6394506 -3.1784918],[9.9956292e-01 3.5979663e-04 7.7207602e-05]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 4.6671395  -0.34652588 -2.9422    ],[9.9290836e-01 6.5993629e-03 4.9228308e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 6.151614  -1.5647099 -3.167412 ],[9.9946517e-01 4.4525706e-04 8.9653266e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 5.1362133 -1.7938559 -2.215134 ],[9.983829e-01 9.763520e-04 6.406897e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.4993196 -0.9997383 -3.1271317],[9.9831867e-01 1.5023262e-03 1.7899829e-04]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 2.8153746  1.9094762 -3.521008 ],[0.7112632  0.28747734 0.00125943]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.873313  -1.8748019 -2.7363994],[9.9938655e-01 4.3129071e-04 1.8221447e-04]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-1.3827003 -0.8881733  2.9740033],[0.0124009  0.02033403 0.96726507]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 5.8945932 -1.327895  -3.1435192],[9.9915183e-01 7.2936452e-04 1.1869407e-04]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 6.3415937 -2.0970306 -2.8775885],[9.9968469e-01 2.1627934e-04 9.9088480e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.119772    0.07853604 -2.9401724 ],[9.8189914e-01 1.7257601e-02 8.4328058e-04]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-2.1148534  -0.84708655  3.6770587 ],[0.00301031 0.01069536 0.9862943 ]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-1.6902922  2.7537692 -0.8054395],[0.011294   0.9613449  0.02736116]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.516661   6.0892153 -2.4917057],[6.7314766e-05 9.9974507e-01 1.8760421e-04]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-2.9423432 -1.3410236  5.234187 ],[2.8070531e-04 1.3921794e-03 9.9832708e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-2.5337396  3.7796202 -1.0328825],[0.0017941 0.9901584 0.0080475]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-2.5865126  3.627612  -0.8812277],[0.00197526 0.98715496 0.01086979]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 5.00908   -2.2446084 -1.8630171],[9.9825925e-01 7.0632820e-04 1.0344976e-03]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-2.380572   3.8619068 -1.1638106],[0.00192861 0.9915599  0.00651145]
42,positive,neutral,MISS,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-2.7483084  1.1318712  2.120711 ],[0.00556712 0.2696318  0.72480106]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 5.04659   -0.9883595 -2.797506 ],[9.9722207e-01 2.3869686e-03 3.9097067e-04]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 6.4005957 -2.2541516 -2.7931457],[9.9972409e-01 1.7424941e-04 1.0164575e-04]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 6.5883346 -2.4237623 -2.8050025],[9.9979478e-01 1.2190096e-04 8.3259984e-05]
46,negative,neutral,MISS,"Hvad sker der med i dag, kan ikke komme ind??",[ 4.6552687 -0.3901913 -2.9152098],[9.9309409e-01 6.3940361e-03 5.1188614e-04]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.4135942 -1.3064942 -2.8347805],[9.9853408e-01 1.2046631e-03 2.6129984e-04]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 5.5290394 -1.5686772 -2.7304523],[9.9891543e-01 8.2609447e-04 2.5850977e-04]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 6.611025  -2.4319    -2.7707202],[9.9979752e-01 1.1820060e-04 8.4230975e-05]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 5.978178  -2.1372721 -2.593915 ],[9.9951208e-01 2.9873970e-04 1.8922363e-04]
51,positive,positive,TRUE,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[-2.1056106 -2.9089699  5.9459767],[3.1844899e-04 1.4260852e-04 9.9953902e-01]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 6.3926177 -2.290978  -2.7783298],[9.9972659e-01 1.6929478e-04 1.0398942e-04]
53,negative,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[ 6.4476953 -2.1100264 -2.9298515],[9.9972337e-01 1.9200315e-04 8.4579136e-05]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 6.5251336 -2.54822   -2.6436808],[9.99781191e-01 1.14656184e-04 1.04217186e-04]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 6.792281  -2.5214267 -2.8351996],[9.9984396e-01 9.0165522e-05 6.5882574e-05]
56,neutral,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-2.5350573  6.005594  -3.207956 ],[1.9530534e-04 9.9970502e-01 9.9650184e-05]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 6.3242345 -2.614598  -2.4446924],[9.9971336e-01 1.3115654e-04 1.5544581e-04]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-3.3689344  5.997484  -2.4952195],[8.5524356e-05 9.9970955e-01 2.0489888e-04]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-2.2974608 -1.5442019  4.743546 ],[8.7285816e-04 1.8538730e-03 9.9727327e-01]
60,negative,positive,MISS,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[ 2.0251048   0.02136897 -1.2464135 ],[0.8526753  0.11496676 0.03235798]
61,negative,negative,TRUE,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 3.4803667   0.55804473 -2.8063107 ],[0.9472661  0.05097106 0.0017628 ]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-2.9541385 -1.5758152  5.563665 ],[1.9967975e-04 7.9237751e-04 9.9900800e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-3.134812  -1.3855915  5.472903 ],[1.8246593e-04 1.0492007e-03 9.9876827e-01]
64,neutral,positive,MISS,Enig. En true detective podcast. det er lige dig ? :),[-0.9148777  2.822208  -1.4603155],[0.02295944 0.9637336  0.01330702]
65,negative,negative,TRUE,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[ 4.424341  -3.0472367 -0.5683329],[9.9269718e-01 5.6487438e-04 6.7379237e-03]
66,negative,negative,TRUE,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 5.7877545 -1.373707  -3.0459802],[9.9907923e-01 7.7520503e-04 1.4559879e-04]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[ 1.774165   2.644545  -3.4600956],[0.2947115  0.70371747 0.00157104]
68,positive,neutral,MISS,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-2.4626515 -1.6404939  4.961129 ],[5.9572369e-04 1.3555117e-03 9.9804878e-01]
69,neutral,positive,MISS,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-1.9669666  3.6857    -1.5066683],[0.00347663 0.99101454 0.00550888]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-1.974811  -0.6463614  3.3239934],[0.00488108 0.01842699 0.97669196]
71,negative,neutral,MISS,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[ 4.864853  -0.5276211 -3.0137293],[9.9509478e-01 4.5283781e-03 3.7691183e-04]
72,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-2.458576   4.640409  -1.9091653],[8.2408340e-04 9.9774832e-01 1.4275028e-03]
73,neutral,neutral,TRUE,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-0.5512126   1.1536632  -0.26611364],[0.1277042  0.70246273 0.169833  ]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-1.6194546  5.2871156 -3.3045905],[9.999987e-04 9.988146e-01 1.854190e-04]
75,positive,negative,MISS,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[-0.17635773  0.00357664  0.5878249 ],[0.23018259 0.27556053 0.49425694]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 4.1858993  -0.54149455 -2.508417  ],[0.99001336 0.00876113 0.00122557]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[-2.7326186   3.8107293  -0.79831254],[0.00142343 0.98872745 0.00984907]
78,neutral,neutral,TRUE,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 1.1429707  3.4298863 -3.6841068],[9.214434e-02 9.071176e-01 7.380667e-04]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 5.967099  -1.7280037 -2.8722668],[9.9940038e-01 4.5477742e-04 1.4482772e-04]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 3.027182   1.0270845 -2.9104047],[0.87876517 0.1189163  0.00231852]
81,negative,negative,TRUE,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 2.1841834   0.85688597 -2.0669527 ],[0.78159136 0.20727254 0.01113615]
82,negative,negative,TRUE,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 2.2597086  -1.7215973   0.11645444],[0.88033295 0.01642811 0.10323892]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 6.252081  -2.4662309 -2.5111089],[9.9968016e-01 1.6351085e-04 1.5633504e-04]
84,positive,neutral,MISS,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[-2.4252133  1.3371575  1.4889166],[0.01062069 0.4572247  0.5321546 ]
85,negative,negative,TRUE,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 3.320874   -0.80706364 -1.5865567 ],[0.9770324  0.01574593 0.00722169]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-2.4381416  6.032552  -3.3318684],[2.0945769e-04 9.9970478e-01 8.5695079e-05]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 5.6830792 -0.9688078 -3.2069483],[9.9857259e-01 1.2897392e-03 1.3755918e-04]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-2.9416554  5.2350254 -2.0193694],[2.8085607e-04 9.9901283e-01 7.0636236e-04]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[-2.8929932  6.2745233 -3.207186 ],[1.04356535e-04 9.99819458e-01 7.62197378e-05]
90,neutral,neutral,TRUE,"Nej, det gør der ikke. Se evt. her: :)",[ 0.68219256  3.0654354  -2.911328  ],[0.08426376 0.9134189  0.00231737]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 4.347094  -1.0954772 -2.2279985],[0.99430954 0.00430371 0.00138674]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-3.2205384  6.253816  -2.830459 ],[7.6781645e-05 9.9980980e-01 1.1341402e-04]
93,neutral,positive,MISS,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-3.366122   5.2386823 -1.7016743],[1.8301277e-04 9.9885011e-01 9.6681126e-04]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-3.007344  -2.8003368  6.8904796],[5.0278377e-05 6.1841922e-05 9.9988782e-01]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[-1.0777388  4.0969267 -2.5722566],[0.00561918 0.9931201  0.0012607 ]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 5.2571507 -1.555527  -2.6111758],[9.9851984e-01 1.0981167e-03 3.8210792e-04]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-1.8617151 -1.6514382  4.3118567],[0.00207412 0.00255951 0.99536633]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[-1.6611922  4.863602  -2.8199399],[1.4637996e-03 9.9807668e-01 4.5945603e-04]
99,neutral,positive,MISS,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-3.0225427  4.8022    -1.6591347],[3.9893866e-04 9.9804139e-01 1.5596478e-03]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-3.0971978 -2.5746284  6.767854 ],[5.1951927e-05 8.7609413e-05 9.9986041e-01]
101,negative,neutral,MISS,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 4.624669    0.18638387 -3.3667629 ],[9.8799151e-01 1.1674288e-02 3.3428610e-04]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-3.092979  -1.6687102  5.772931 ],[1.4101608e-04 5.8589585e-04 9.9927312e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 4.770761  -1.2490968 -2.4068563],[9.9681669e-01 2.4222792e-03 7.6105457e-04]
104,neutral,neutral,TRUE,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-3.0577295  5.882173  -2.6529167],[1.3101095e-04 9.9967265e-01 1.9638828e-04]
105,neutral,negative,MISS,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[ 2.157042   2.6458135 -3.7189825],[0.37977788 0.6191565  0.00106563]
106,neutral,neutral,TRUE,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[ 0.34146565  3.5475688  -3.1746652 ],[0.0388917  0.9599526  0.00115564]
